dict	l_id	k1	predicted	reason	plain_excerpt	gold	notes
mw	226574	saMSaya	equivalent	medium_flat_tok=14	(in Nyāya ) doubt about the point to be discussed (one of the 16 categories), IW. 64		
mw	250629	sussala	equivalent	name_formula	m. N. of a man ( cf. sOssala ), Rājat.		
mw	222346	SradDAjAqya	encyclopedic	desc_tok=10_char=49	n. blind or obstinate adherence to one's f˚ , MW.		
mw	16554	alaglam	encyclopedic	desc_tok=8_char=52	ind. unconnectedly in a stammering manner, ŚBr. iii.		
mw	45674	kalahaMsI	encyclopedic	desc_tok=10_char=54	f. the female of the Kala-haṃsa above, Ragh. viii, 58.		
mw	137000	pravidAraRa	encyclopedic	desc_tok=8_char=45	n. ( fr. Caus. ) causing to burst asunder, L.		
mw	238407	sarvaDurIRa	encyclopedic	desc_tok=11_char=60	mfn. fit for any kind of carriage or draught, Pāṇ. iv, 4, 78		
mw	84322	tArakAdi	encyclopedic	desc_tok=8_char=59	( ˚kA d˚ ), a Gaṇa of Pāṇ. ( v, 2, 36 ; Gaṇar. 388 - 391 ).		
mw	191638	vAraRa	encyclopedic	desc_tok=13_char=88	shy, wild, RV. ; AV. (with mfga accord. to some = elephant, RV. viii, 33, 8 ; x, 40, 4 )		
mw	185626	vaDarya	encyclopedic	desc_tok=21_char=113	Nom. P. ˚ya/ti , to hurl a thunderbolt (only f. of pr. p. vaDarya/ntI , ‘casting a bolt’, prob. = lightning), RV.		
mw	214253	SavadAhin	residual	crossref	Lbody=214252		
mw	220780	SfDu	residual	crossref	= budDi , L.		
mw	8503	annadAyin	residual	eqn_head	mfn. = -da above.		
mw	18698	aviGnA	residual	eqn_head	f. = a-vigna , q.v.		
mw	77933	jalanIlikA	residual	eqn_head	f. = -kuntala , L.		
mw	114749.1	patatprakarzatA	residual	grammar_only	f.		
mw	132231	pratigraha	residual	crossref	= kriyA-kAra , L.		
mw	134392	pratyupakriyA	residual	eqn_head	f. = ˚upakAra , Kād. ; Rājat. ; Kathās.		
pw	54636	DarADava	synonym	syn_list_n=3	m. Fürst, König RĀJAT. 7,337 .		
pw	110577	SaraDi	synonym	syn_list_n=2	m. Pfeilbehälter, Köcher .		
pw	115185	SrIbappa	synonym	syn_list_n=3	m. desgl. Ind. Antiq. 5,212. 6,21 . Vgl. SrIbabba .		
pw	216308	kftakzaRa	synonym	syn_list_n=4	II. Am Ende eines Comp. bereit zu, sich machend an JĀTAKAM. 31,58 . beschäftigt mit, erfüllt von ebend.		
pw	82809	manasin	synonym	syn_list_n=2	Adj. Sinn —, Geist habend .		
pw	63038	pannagaBojana	synonym	syn_list_n=3	m. Schlangeverspeiser, Bein. Garuḍa ʼs 52,21 .		
pw	123698	sAtvatasaMhitA	synonym	syn_list_n=2	f. Titel eines Werkes BURNELL, T. OPP. CAT. 1 .		
pw	122895	sahanIya	synonym	syn_list_n=3	Adj. geduldig zu ertragen, zu verzeihen, [Page7-100-b] nachzusehen .		
pw	22789	Oqra	equivalent	name_formula	m. Pl. N. pr. eines Volkes, = oqra MBH. 6,365 . oMqrAH MBH. ed. Bomb.		
pw	111707	SArIwaka	equivalent	name_formula	m. N. pr. eines Dorfes.		
pw	109421	Sakradeva	equivalent	name_formula	m. N. pr. eines Fürsten .		
pw	113567	SuBacandra	equivalent	name_formula	m. N. pr. eines Prākrit -Grammatikers Ind. St. 14,307 .		
pw	10012	aligu	equivalent	name_formula	m. N. pr. eines Mannes.		
pw	34186	gaRakumAra	equivalent	name_formula	m. N. pr. eines Mannes.		
pw	204460	kutapasOSruta	equivalent	short_tok=2	, lies SAkapArTivAdi .		
pw	91538	yonisaMvaraRa	equivalent	short_tok=6	contraction or closure of the vagina .		
pw	16175	ASuheman	encyclopedic	desc_tok=6_char=55	Adj. — 1〉 rasch hineilend . — 2〉 die Rosse antreibend .		
pw	75415	PalAmla	encyclopedic	desc_tok=7_char=72	— 1〉 m. Rumex vesicarius RĀJAN. 6,129 . — 2〉 n. Tamarinde RĀJAN. 6,126 .		
pw	110089	SatrubADana	encyclopedic	desc_tok=4_char=24	Adj. Feinde bekämpfend .		
pw	5413	antastoya	encyclopedic	desc_tok=3_char=21	Adj. Wasser bergend .		
pw	28513	kutastarAm	encyclopedic	desc_tok=6_char=39	Adv. wie? auf welche Weise? KAP. 1,80 .		
pw	74923	pretaprasADana	encyclopedic	desc_tok=6_char=40	n. das Ausschmücken eines Verstorbenen .		
pw	129059	sUryAvid	encyclopedic	desc_tok=6_char=45	Adj. das Sūrya - Lied ( ṚV. 10,85 ) kennend .		
pw	47186	tyaktAtman	encyclopedic	desc_tok=7_char=41	Adj. der an sich selbst verzweifelt GAUT.		
pw	214445.1	AsaktivAda	residual	crossref	Lbody=214445		
pw	212182	aBicCAyA	residual	empty_sense_num	4.		
pw	212016	apratyutTAyika	residual	citation_only	I. 2.		
pw	54159	dvisaMDi	residual	eqn_head	Adj. = dvizaMDi .		
pw	36450.1	gokzveqa	residual	crossref	Lbody=36450		
pw	17413.1	ihapaYcamI	residual	crossref	Lbody=17413		
pw	87626.1	mumukzutva	residual	crossref	Lbody=87626		
pw	215054	upanAgaraka	residual	empty_sense_num	3.		
pwg	66460	Anana	synonym	syn_list_n=7	, AnanAnta Mundwinkel BHĀG. P. 10,12,17 . — Vgl. caturAnana, daSAnana, mahAnana, suhasAnana .		
pwg	80144	BAwi	synonym	syn_list_n=4	Hurenlohn KATHĀS. 61,171. fg. 175 . 93,34. fg. 124,178. fg.		
pwg	64039	apakarzin	synonym	syn_list_n=2	adj. noch sich schleppend, — ziehend : lANgalApa˚ (gavendra) Spr. 870 .		
pwg	31843	daD	synonym	syn_list_n=9	, da/Date halten; geben ; reduplic. Nebenform von DA DHĀTUP. 2,7 . — intens. 2. imperat. dAdadDi P. 8,2,37 , Sch.		
pwg	38756	nigala	synonym	syn_list_n=3	m.n. SIDDH. K. 250,b. 8 . = nigaqa H. 1229 , Sch.		
pwg	45098	piC	synonym	syn_list_n=8	, picCa/yati Spalten zertheilen DHĀTUP. 32,40 ; vgl. picc, piC, picCa/ti v. l. für miC DHĀTUP. 28,16 .		
pwg	120199	tvacAyani	synonym	syn_list_n=3	m. patron. ebend. 4,51,a .		
pwg	95603	vEkArya	synonym	syn_list_n=4	(von 1. vikAra ) n. Umgestaltung, Umwandelung, Veränderung MBH. 5,4891 . a˚ ŚĀṆḌ. 37 .		
pwg	36449	Darmottara	equivalent	name_formula	( Darma + uttara ) m. N. pr. eines buddh. Gelehrten VYUTP. 90 . WASSILJEW 230 . 223 . 253 . 290 . ˚rIyAH pl. seine Schüler 230 .		
pwg	73526	candrakuRqa	equivalent	name_formula	m. N. pr. eines Teiches in Kāmarūpa KĀLIKĀ-P. _im_ ŚKDR.		
pwg	15864	kaviputra	equivalent	name_formula	( kavi + putra ) m. N. pr. eines dramatischen Schriftstellers MĀLAV. 3,12 .		
pwg	71636	kowilakzAkzI	equivalent	name_formula	f. N. pr. einer Göttin WILSON, Sel. Works 2,12. fg. ( ˚kzi gedr. ).		
pwg	106759	sarvajYadeva	equivalent	name_formula	m. N. pr. eines Gelehrten TĀRAN. 226 .		
pwg	29914	tukka	equivalent	name_formula	m. N. pr. eines Mannes RĀJA-TAR. 7,220 . 8,1022 .		
pwg	30208	tuzwimant	equivalent	name_formula	(von tuzwi ) m. N. pr. eines Fürsten, eines Sohnes des Ugrasena , VP. 436 . BHĀG. P. 9,24,23 .		
pwg	82140	yugapa	equivalent	name_formula	( yuga + 2. pa ) m. N. pr. eines Gandharva MBH. 1,4812 . HARIV. 14157 .		
pwg	36023	Danadatta	encyclopedic	desc_tok=19_char=139	( Dana + datta ) m. N. pr. verschiedener Männer (Kaufleute) MṚCCH. 142,19 . KATHĀS. 13,54 . VET. _in_ Verz. d. Oxf. H. 152,b,30 . 153,a,1 .		
pwg	58459	mahAYji	encyclopedic	desc_tok=5_char=48	( mahA + 1. aYji ) adj. breitgefleckt VS. 24,4 .		
pwg	61052	mumUrzu	encyclopedic	desc_tok=30_char=389	(wie eben) adj. zu sterben verlangend, im Begriff stehend zu sterben, moribundus MBH. 1,953 . 1800 . 2,2095 . 3,14769 . 15699 . 5,2117 . 6,5673 . 14,2255 . R. 6,16,62 . SUŚR. 1,102,18 . 103,13 . KATHĀS. 15,14 . 17,78 . 29,157 . 69,126 . 73,		
pwg	48741	pratihrAsa	encyclopedic	desc_tok=11_char=67	(von hras mit prati ) m. Kürzung LĀṬY. 9,5,5 . ŚĀṄKH. ŚR. 16,20,9 .		
pwg	106338	saMmuKIBU	encyclopedic	desc_tok=13_char=102	( 2. saMmuKa + 1. BU ) sich gegenüber —, sich entgegen stellen : ˚BUya yuDyamAnAH KULL. _zu_ M. 7,89 .		
pwg	104338	sadArjava	encyclopedic	desc_tok=7_char=49	( sadA + A˚ ) adj. stets redlich Spr. (II) 7510 .		
pwg	113605	stamBakara	encyclopedic	desc_tok=14_char=89	1〉 adj. etwa hemmend in puRya˚ . — 2〉 m. a fence, a railing, etc. WILSON nach ŚABDĀRTHAK.		
pwg	115182	svaraBErava	encyclopedic	desc_tok=8_char=49	Titel eines Werkes Verz. d. Cambr. H. 69, Śl. 5 .		
pwg	8368	AtreyikA	residual	eqn_head	f. = AtreyI 3,b. HALĀY. _im_ ŚKDR.		
pwg	67371	Ikzaka	residual	citation_only	GOBH. 2,2,13 .		
pwg	256	akzIka	residual	eqn_head	m. = akzika RATNAM. _im_ ŚKDR.		
pwg	64202	apaharaRa	residual	citation_only	DAŚAK. 180,21 .		
pwg	63011	ativfdDi	residual	crossref	= aBizyanda H. an. 4,136 . MED. d. 43 .		
pwg	64930	ayAtayAmatva	residual	eqn_head	n. = ayAtayAmatA TS. 2,3,6,2 .		
pwg	74523	jYAtra	residual	citation_only	TS. 7,2,4,2 .		
pwg	14868	kapicUqA	residual	eqn_head	f. = kapicUta RĀJAN. _im_ ŚKDR.		
sch	7243	ArAdupakArin	synonym	syn_list_n=6	, Nom. abst. ˚ritva n. Komm. zu Āpast. Śr. 14,5,6. part=,seq=7344,type=,n=2		
sch	20768	Bezaja	synonym	syn_list_n=7	n. *Wasser, S II,215,3 v.u. (Ko.). part=,seq=21053,type=,n=1		
sch	16031	DaraRa	synonym	syn_list_n=4	2. f) zu streichen nach Zach. Beitr. part=,seq=16274,type=,n=2		
sch	24925	SAMSipa	synonym	syn_list_n=7	Adj. von śiṃśipā , S II,70,11 v.u. (Ko.) part=,seq=25265,type=˚,n=2		
sch	27761	aDivAsacUrRaka	synonym	syn_list_n=6	sehr wohlriechender Puder, Padyac. V,41 c in ˚bhramam = adhivāsānām adhikavāsanāyutānāṃ cūrṇānāṃ bhramam . part=N,seq=28132,type=˚,n=4		
sch	18312	pAdanaKa	synonym	syn_list_n=4	n. ˚Sporn (beim Hahne) Śṛṅgt. 144 c . part=,seq=18576,type=˚,n=2		
sch	23833	vidyAvaDU	synonym	syn_list_n=7	˚ = vidyādharī , S I,593,5. part=,seq=24165,type=,n=1		
sch	22201	yAc	synonym	syn_list_n=7	+ anu , ˚zurückverlangen, Sam. IV,53. part=,seq=22506,type=,n=2		
sch	20444	Badrados	equivalent	name_formula	m. N. pr. eines Mannes, Bhadrab. 4,174. part=,seq=20725,type=,n=2		
sch	10114.1	kalikA	equivalent	name_formula	8. N. pr. einer Zofe, Ind. Str. 1,386. part=,seq=10257,type=,n=2		
sch	9528	kawABa	equivalent	name_formula	m. N. pr. eines daitya, Hariv. 3 ,40,13. Ghaṭābha v.l. part=,seq=9657,type=,n=2		
sch	11126	kftajYaSIla	equivalent	name_formula	m. N. pr. eines Prakrit-Dichters, Hāla 83. part=,seq=11294,type=,n=2		
sch	16351	nandanaBawwAcArya	equivalent	name_formula	m. N. pr. eines Autors, Einl. zu Śāśvata XI, N. 2. part=,seq=16599,type=,n=2		
sch	19089	prajYAcandra	equivalent	name_formula	m. N. pr. eines buddh. Gelehrten, M. Müller, Ren. 312. part=,seq=19360,type=*,n=2		
sch	26855	suSarmanagara	equivalent	name_formula	n. und Suśarmapura n. N. pr. einer Stadt, Festgr. 16. part=,seq=27214,type=,n=2		
sch	24152	viSezaka	equivalent	name_formula	m. N. pr. eines Landes, Damayantīk. 21. part=,seq=24486,type=,n=2		
sch	1600	adozatA	encyclopedic	desc_tok=10_char=89	das Nichtfehlersein, Sāh. D. 603. — Fehlerlosigkeit, Naiṣ. 3,97. part=,seq=1626,type=,n=2		
sch	13942	jIvadvatsA	encyclopedic	desc_tok=11_char=58	Adj. f. deren Kind am Leben ist. part=,seq=14165,type=,n=2		
sch	10570	kASISvara	encyclopedic	desc_tok=24_char=143	1. m. a) Gebieter von Benares. — b) N. pr. eines Grammatikers. — 2. f. ī wohl Titel einer von K. verfaßten Grammatik. part=,seq=10726,type=,n=4		
sch	21700	mIQvaMs	encyclopedic	desc_tok=14_char=93	3.] f. mīḍhuṣī Bein. der Devī, Gattin des Īśāna, Āpast. Gṛhy. 20,2. part=,seq=21999,type=,n=3		
sch	20955	maRqalISa	encyclopedic	desc_tok=23_char=151	oder ˚leśa m. Herr der Ringe und zugleich: Beherrscher eines Landes, Rudraṭa, Śṛṅgārat. 1,159 nach der Lesart nūpura˚valita . part=,seq=21246,type=,n=4		
sch	18956	powana	encyclopedic	desc_tok=34_char=234	n. Zusammenlegen, S I,94,4 v.u. (Ko.; in pravālapoṭana = pallavapuṭa ); 175,10 v.u. (Ko.; = nyāsa ); 476,8 v.u. (Ko. in karapoṭana = praṇāmāñjali ); II,175,7 v.u. (Ko. in karapoṭakam ; verdruckt für ˚naṃ? ). part=,seq=19225,type=˚,n=6		
sch	19134	pratikiri	encyclopedic	desc_tok=15_char=97	Adv. auf das Wildschwein (einen Pfeil abschießen), Prabandh. 56,4 v.u. part=,seq=19406,type=˚,n=3		
sch	26454	sAraNgikA	encyclopedic	desc_tok=13_char=75	N. der Tochter eines Brahmanen, Śṛṅgt. 13,4 v.u. part=,seq=26809,type=˚,n=2		
sch	4664	ayugmavilocana	residual	eqn_head	m. = Śiva, Śrīk. 10,52. part=,seq=4724,type=˚,n=2		
sch	20208	bAhunartana	residual	eqn_head	n. = tāṇḍava , S I,47,16 (Ko.). part=,seq=20488,type=˚,n=2		
sch	15861	dvayesTita	residual	crossref	= daivapauruṣayoḥ sthita , S I,473,5. part=,seq=16103,type=˚,n=2		
sch	15802	dyUdyAna	residual	eqn_head	n. = dyaur evodyānam , Sūryaś. 79 a . part=,seq=16044,type=˚,n=2		
sch	28705	janiBft	residual	eqn_head	m. = prāṇin , Viṣṇubh. II,41 b . part=N,seq=29076,type=˚,n=1		
sch	9743	kapipravIra	residual	eqn_head	m. = Hanumat, Yudh. 7,41. part=,seq=9875,type=˚,n=2		
sch	17528	paYcaSarAntaka	residual	eqn_head	m. = Śiva, Śrīk. XX,49. part=,seq=17784,type=˚,n=2		
sch	19635	prasADayitf	residual	eqn_head	m. = sādhaka und alaṃkartar , S I,209,6. part=,seq=19910,type=˚,n=2		
skd	3892	ASriH	synonym	syn_list_n=2	, strI, (aSrireva . aSri + iY .) aSriH . koRaH ..		
skd	3797	AleKyaSezaH	synonym	syn_list_n=3	, tri, (AleKyaM citrameva Sezo yasya saH .) mftaH . iti hemacandraH .. (yaTA raGuvaMSe, 14 . 15 . “vAzpAyamARo balimanniketa- mAleKyaSezasya piturvviveSa” .)		
skd	25243	BUtANkuSaH	synonym	paryaya_signal	, puM, (BUtAnAmaNkuSa iva nivArakatvAt .) svanAmaKyAtavfkzaH . tatparyyAyaH . kzavakaH 2 kzurakaH 3 tIkzRaH 4 kraraH 5 kzavaH 6 rAjo- dvedanasaMjYaH 7 BUtadrAvI 8 grahAhvayaH 9 . Qyasya guRAH . tIvraganDatvam . utkawatvam . uzRatvam kawutva		
skd	1263	antarvvARiH	synonym	syn_list_n=3	, tri, (antaH antaHkaraRe vARI SAstra- vihitA vAk yasya saH, hrasvaH .) SAstravit . SAstrajYaH . ityamaraH ..		
skd	25817	matiBramaH	synonym	paryaya_signal	, puM, (materbudDerBramaH .) budDiBraMSaH . (“asTAna evAsya matiBramaH .” iti pAtaYjala- yogasUtraBAzye vedavyAsaH .) tatparyyAyaH . mramaH 2 miTyAmatiH 3 BrAntiH 4 . iti SabdaratnA- valI ..		
skd	39648	suradAru	synonym	syn_list_n=3	, klI, (surapriyaM dAru .) devadAru . iti ratnamAlA .. (yaTA, BAgavate . 8 . 2 . 13 . “picumarddEH kovidArEH saralE suradAruBiH ..”)		
skd	31115	vandAkI	synonym	syn_list_n=2	, strI, vandA . iti SabdaratnAvalI ..		
skd	14033	wagaraH	synonym	paryaya_signal	, puM, (waH waNkaRaH kzAraviSezaH gara iva . tIvraguRatvAttaTAtvam .) waNkaRakzAraH . helA- viBramagocaraH . kekarAkze, tri . iti medinI . re, 160 ..		
skd	32946	viBrAw	equivalent	short_tok=9	, [j] tri, (viSezeRa BrAjate iti . vi + BrAj + “anyeByo'pi		
skd	25475	BogaBUmiH	encyclopedic	desc_tok=22_char=207	, strI, (BogArTEva BUmiH .) suKa- sTAnam . BAratavarzAtiriktavarzam . yaTA, -- “tatrApi BArataM SrezWaM jambudbIpe mahAmune . yato hi karmmaBUrezA tato'nyA BogaBUmayaH ..” iti vizRupurARe 2 aMSe 3 aDyAyaH ..		
skd	35108	SalalaM	encyclopedic	desc_tok=7_char=74	, klI, (Sala calanasaMvaraRayoH + vfSAditvAt kalaH .) Salam . ityamaraH ..		
skd	20	aMSuhastaH	encyclopedic	desc_tok=8_char=63	, puM, (aMSureva hastaH yasya saH .) sUryyaH . iti jawADaraH ..		
skd	1616	abjahastaH	encyclopedic	desc_tok=9_char=68	, puM, (abjaM padyaM haste yasya saH .) sUryyaH . iti hemacandraH ..		
skd	11595	grAmajanizpAvI	encyclopedic	desc_tok=15_char=130	, strI, (grAme grAmasannikazE vA jAyate iti . jana + qaH . grAmajA nizpAvIti karmmaDArayaH .) naKanizpAvI . iti rAja- nirGaRwaH ..		
skd	6028	kaRAwIraH	encyclopedic	desc_tok=9_char=80	, puM, (kaRAya awati . kaRa + awa + Iran .) KaYjanapakzI . iti SabdaratnAvalI ..		
skd	26518	masikA	encyclopedic	desc_tok=8_char=72	, strI, SePAlikA . iti SabdaratnAvalI .. malikA iti granTAntare pAWaH ..		
skd	37356	saNkalanaM	encyclopedic	desc_tok=13_char=95	, klI, (saM + kala + lyuw .) ekatrIkara- Ram . yojanam . iti lIlAvatI .. Wika deoyA iti BAzA ..		
skd	33585.01	bIjaM	residual	crossref	Lbody=33585		
skd	33967.01	bfhadvAruRI	residual	crossref	Lbody=33967		
skd	32989.01	bimbikA	residual	crossref	Lbody=32989		
skd	32568.01	biqAlakaH	residual	crossref	Lbody=32568		
skd	16699.01	durdDaraH	residual	crossref	Lbody=16699		
skd	30378.01	lAbakaH	residual	crossref	Lbody=30378		
skd	24231.01	vARASrayaH	residual	crossref	Lbody=24231		
skd	24224.01	vARaliNgaM	residual	crossref	Lbody=24224		
vcp	635	acirAt	synonym	syn_list_n=2	avya0 aciram atatIti kvip . SIGre, avilambe ca .		
vcp	839	atawa	synonym	syn_list_n=3	pu0 tawyate Ahanyate'mBasA iti tawaM jalAGAtasTAnaM tannAsti yasya ba0 . (AqarIri) prasidDe AlambanasTAna- SUnye, “manoraTAnAmatawaprapAtAH” iti . parvvatAdyucca- sTAne, BUmeraDoBAge ca .		
vcp	5056	avaskandana	synonym	syn_list_n=3	na0 ava + skanda--lyuw . 1 sarvvANgeRAvagAhane, 2 avataraRe, 3 AkramaRe ca .		
vcp	21602	jvalana	synonym	syn_list_n=2	tri0 jvala--tAcCIlyAdO yuc . 1 dIptiSIle, 2 vahnO 3 citrakavfkze ca pu0 amaraH .		
vcp	12449	karzaPala	synonym	syn_list_n=2	pu0 karzaH tanmAtraM Palamasya . 1 viBItakavfkze, amaraH 2 AmalakyAm strI ratramAlA wAp .		
vcp	15177	kodaRqa	synonym	syn_list_n=3	na0 ku--Sabde vic kOHSabditodaRqo'sya . 1 Danuzi, “visPurjaccaRqa kodaRqaH” BAga0 3 . 21 . 51 . tattulyatvAt 2 BrUlatAyAM, 3 deSaBede ca . amaraH 4 DanUrASO ca .		
vcp	39896	rOhiReya	synonym	syn_list_n=3	pu0 rohiRyAM BavaH Qak . 1 buDagrahe, 2 balarAme, ca amaraH . 2 marakatamaRO ga0 rAjani0 4 govatse puMstrI medi0 5 SanEScare pu0 BagadEvataSavde 4631 pf0 dfSyam .		
vcp	9025	utsAraRa	synonym	syn_list_n=3	na0 ud + sf--Ric--lyuw . 1 dUrIkaraRe, 2 cAlane, 3 sTAnAntarakaraRe ca .		
vcp	36260	BargAyaRa	equivalent	short_tok=3	pu0 pravararziBede pravarADyAyaH .		
vcp	48185	hfdayasTAna	equivalent	short_tok=9	na0 hfdayasya manasaH sTAnam hfdayarUpaM vA sTAnam vakzaHsTale hemaca0 .		
vcp	13548	kAzWaSArivA	equivalent	short_tok=7	strI kAzWamiva SuzkA SArivA . (anantamUla) SarivABede rAjani0		
vcp	39951	laGulaya	equivalent	short_tok=8	na0 laGu SIGraM lIyate lI--ac . vIraRaBUla amaraH		
vcp	32401	puYjAtuka	equivalent	short_tok=3	pu0 vfkzaBede hArA0 .		
vcp	32610	puriSa	equivalent	short_tok=11	pu0 puri dehe Sete SI--ac aluk sa0 . jIve Sata0 brA0 145518		
vcp	21870	takrakUrcikA	equivalent	short_tok=5	strI 2167 pf0 kUrcikASabdokte takrajAte padArTe .		
vcp	41456	viqAlapadaka	equivalent	short_tok=6	na0 karzaparimARe BAvapra0 karzaSabde 1774 pf0 dfSyam .		
vcp	16285	KaYjanarata	encyclopedic	desc_tok=8_char=60	na0 KaYjanasyeva gopyaM ratam . yatInAM gopye mETune hArA0 .		
vcp	4909	avaBrawa	encyclopedic	desc_tok=14_char=112	tri0 avanatA nAsikA prA0 sa0 natArTe nAsikAyA- [Page0431-a+ 38] BrawAdeSaH astyarTe ac . avanatanAsike (KAMdA) .		
vcp	19890	cipiwa	encyclopedic	desc_tok=119_char=1104	pu0 ci--piwac kicca . (ciqA) KyAte pfTuke hemaca0 . tatkaraRaprakArAdi BAvapra0 uktaM yaTA “SAlayaH satuzA ArdrA BfzwA asPuwitAstataH . kuwwi- tAScipiwAH proktAste smftAH pfTukA api . SAlayo yavanAlAdyAScipiwA puzwivardDanAH” . asya BakzyAB		
vcp	17467	gAli	encyclopedic	desc_tok=17_char=135	pu0 cu0 gala--kzAraRa in . AkroSe SApe trikA0 . “dadatu dadatu gAliM gAlimantoBavanto vayamiha tada- BAvAdgAlidAne'pyaSaktAH” udBawaH .		
vcp	48200	hflleKa	encyclopedic	desc_tok=19_char=149	pu0 hfdayaM liKati smfSati siKa--a hfdAdeSaH . 1 jYAne rAjani0 . 2 tarke trizA0 . 3 tantrokte mantraBede ca . [Page5434-b+ 38] 4 Otsukye strI halA0 .		
vcp	37790	malinamuKa	encyclopedic	desc_tok=23_char=167	pu0 malinaM muKaM yasya 1 vahnO tasyAdO DUmAya mAnatvena kfzRatvAt 2 citrakavfkze ca . 3 vAnare puMstrI0 medi0 striyAM NIz 4 krUre 5 Kale ca tri0 medi0 6 prete hema0 .		
vcp	33202	pfzWamAMsAda	encyclopedic	desc_tok=24_char=240	tri0 pfzWe parokze mAMsAda iva . 1 parokze SaHWyena vAkyABiDAyini puruze dAzodGozake trikA0 . “kusftyA viBavAnvezItyataH kusfvyeti samAkarzAt bAkyA- BiDAne'nvaye taTArTatvam . pfzWamAMsAdanaSabde dfSyam . patvAdeH 2 pfzWamAMsaBakzake tri0 .		
vcp	10152	uSanasastoma	encyclopedic	desc_tok=50_char=444	pu0 uSanasaH stomo yatra aluksamA0 vA visargasya luk . ekAhasADye yAgaBede “uSanasastomena garagIrRRamivAtmAnaM manyamAno yajeta” A0 SrO0 9, 5, 1 . “uSanasastomonAma ekAhasADyaH punaH stoma iti cAsyEva saMjYA garovizaM gIrRo yena sa garagIr		
vcp	46048.1	SAlA	residual	crossref	Lbody=46048		
vcp	1298.1	aDipUruza	residual	crossref	Lbody=1298		
vcp	12679.1	kaSerU	residual	crossref	Lbody=12679		
vcp	14658	kftaDvaja	residual	fallback_tok=11	pu0 nfpaBede “kuSaDvajastasya putrastato DarmmaDvajo- nfpaH DarmmaDvajasya dvO patrO kftaDvajamftaDvajO” BAga0 9, 10, 13,		
vcp	33045.1	pUrbavftta	residual	crossref	Lbody=33045		
vcp	22221.1	tambA	residual	crossref	Lbody=22221		
vcp	35774.1	vfhadvat	residual	crossref	Lbody=35774		
vcp	35836.1	vrahmajYa	residual	crossref	Lbody=35836		
vei	204	Akuli	synonym	syn_list_n=3	— This mythical priest plays, together with Kirāta, a part in the later tale of Asamāti and the Gaupāyanas.		
vei	231	AtreyIputra	synonym	syn_list_n=5	is mentioned as a pupil of Gautamīputra in a Vaṃśa, or Genealogy, in the Bṛhadāraṇyaka Upaniṣad (vi. 5, 2, in both versions).		
vei	461	ElUza	synonym	syn_list_n=2	‘descendant of Ilūṣa,’ is the patronymic of Kavaṣa.		
vei	1487	anUrADAs	synonym	syn_list_n=5	or Anurādhā, ‘propitious,’ is β, δ , and π (perhaps also ρ ) Scorpionis.		
vei	764	kOzya	synonym	syn_list_n=2	‘descendant of Koṣa,’ is the patronymic of Suśravas.		
vei	2435	mARqavI	synonym	syn_list_n=5	‘female descendant of Maṇḍu,’ occurs in the name of a teacher, Vātsī-māṇḍavī-putra, in the Bṛhadāraṇyaka Upaniṣad (vi. 4, 30 Mādhyaṃdina).		
vei	2895	vArakya	synonym	syn_list_n=8	‘descendant of Varaka,’ is the patronymic, in the Jaiminīya Upaniṣad Brāhmaṇa, of Kaṃsa, Kubera, Janaśruta, Jayanta, and Proṣṭhapad.		
vei	241	ABipratAriRa	equivalent	short_tok=3	— Patronymic of Vṛddhadyumna.		
vei	259	Arkza	equivalent	short_tok=6	— Patronymic of Śrutarvan and of Āśvamedha.		
vei	229	AtiTigva	equivalent	short_tok=3	— Patronymic of Indrota.		
vei	416	Ula	equivalent	short_tok=5	is a variant of Ula.		
vei	223	awRAra	equivalent	short_tok=3	— Patronymic of Para.		
vei	745	kOpayeya	equivalent	short_tok=5	is the patronymic of Uccaiḥśravas.		
vei	2468	mAruta	equivalent	short_tok=11	‘descendant of Marut,’ is the patronymic of Dyutāna and of Nitāna.		
vei	2100	prozWapada	equivalent	name_formula	m., -padā, f. (‘foot of a bench’), is the name of a double Nakṣatra.		
vei	409	UrjayantOpamanyava	encyclopedic	desc_tok=15_char=104	is mentioned in the Vaṃśa Brāh- maṇa 1 as a pupil of Bhānumant Aupamanyava. 1) Indische Studien, 4, 372.		
vei	993	cyavana	encyclopedic	desc_tok=342_char=2315	1 Cyavāna, 2 are variant forms of the name of an ancient Ṛṣi, or seer. The Rigveda 3 represents him as an old decrepit man, to whom the Aśvins restored youth and strength, making him acceptable to his wife, and a husband of maidens. [Page1-		
vei	843	gayaplAta	encyclopedic	desc_tok=78_char=555	(‘son of Plati’) is referred to in the Rigveda, 1 two hymns of which he clearly claims to have composed, and which are attributed to him in the Sarvānukramaṇī and the [Page1-220+ 52] Aitareya Brāhmaṇa. 2 In the Atharvaveda 3 he appears with		
vei	1641	pajra	encyclopedic	desc_tok=133_char=896	is the name of the family from which Kakṣīvant sprang ( Pajriya ). It is mentioned several times in the Rigveda. 1 According to Pischel, 2 the epithet pṛkṣa-yāma 3 applied to them means ‘carrying out brilliant sacrificial performances,’ whi		
vei	3632	suSravas	encyclopedic	desc_tok=14_char=85	is the name of the father of Upagu Sauśravasa in the Pañcaviṃśa Brāhmaṇa (xiv. 6, 8).		
