dict	l_id	k1	predicted	sample_seq
mw	177588.1	rAmAByudayavyAKyAna	equivalent	98
mw	177982	rikta	equivalent	99
mw	179993	romanTa	equivalent	100
mw	183435	lokasaMgraha	equivalent	101
mw	183457	lokasundara	equivalent	102
mw	184306	vaMSaka	equivalent	103
mw	184405	vakradfzwi	equivalent	104
mw	185616	vaDodyata	equivalent	105
mw	188146	valI	equivalent	106
mw	188208	valgA	equivalent	107
mw	188980	vasyaizwi	equivalent	108
mw	189680	vAtarAyaRIya	equivalent	109
mw	191948	vArttikABaraRa	equivalent	110
mw	194026	vikfti	equivalent	111
mw	195233	vijAnaka	equivalent	112
mw	195296.2	vijYAnalalitatantra	equivalent	113
mw	199956	vivAda	equivalent	114
mw	200236	vivaraRopanyAsa	equivalent	115
mw	200244	vivfta	equivalent	116
mw	200353	vivfha	equivalent	117
mw	201361	viSvasaha	equivalent	118
mw	202350	vizwamBa	equivalent	119
mw	202564	vizRumitra	equivalent	120
mw	20716	asamAvartaka	equivalent	121
mw	208293	vyupadrava	equivalent	122
mw	20883	asADAraRa	equivalent	123
mw	20946	asipucCaka	equivalent	124
mw	209636	vyAGrya	equivalent	125
mw	211076	Sakradeva	equivalent	126
mw	211350	Sakunaka	equivalent	127
mw	212809	SabdaSabdArTamaYjUzA	equivalent	128
mw	214192	SallakI	equivalent	129
mw	215243	SAda	equivalent	130
mw	21535	asraja	equivalent	131
mw	215603	SAmbarI	equivalent	132
mw	215995	SAlA	equivalent	133
mw	217131	SiraHsTa	equivalent	134
mw	217562	SivakfzRa	equivalent	135
mw	218380	SItaSiva	equivalent	136
mw	218791	SukanaSA	equivalent	137
mw	219443	SudDavizkamBaka	equivalent	138
mw	219753	SuBArcita	equivalent	139
mw	220255	SUdrI	equivalent	140
mw	220518	SfNKalAbanDa	equivalent	141
mw	221185	SEleya	equivalent	142
mw	222606	SrAvaRIya	equivalent	143
mw	224447	Svastana	equivalent	144
mw	225802	saMraYj	equivalent	145
mw	22586	Agamakfsara	equivalent	146
mw	226399	saMvarta	equivalent	147
mw	228660	saMgrahaRa	equivalent	148
mw	229585	sattAvApya	equivalent	149
mw	229597	satpaSu	equivalent	150
mw	231322	saMtozaka	equivalent	151
mw	233956	samAsa	equivalent	152
mw	233984	samAsasaMhitA	equivalent	153
mw	238977.3	sarvAtmaka	equivalent	154
mw	239219	sarvatoBadra	equivalent	155
mw	243363	sAvin	equivalent	156
mw	24428	AnandAtman	equivalent	157
mw	244720	sidDiyAtrika	equivalent	158
mw	248212	sumati	equivalent	159
mw	249673	suraBita	equivalent	160
mw	250089	suSizwa	equivalent	161
mw	250484	susADana	equivalent	162
mw	250976	sUkzmaSarkarA	equivalent	163
mw	251371	sUnnIya	equivalent	164
mw	252055	sekamiSrAnna	equivalent	165
mw	252542	soQa	equivalent	166
mw	25291	ABimanyava	equivalent	167
mw	254070	sOhitya	equivalent	168
mw	254778	stoka	equivalent	169
mw	255531	sTApayitvA	equivalent	170
mw	256824.1	sPira	equivalent	171
mw	257087	smita	equivalent	172
mw	263988	heqqeSaharihara	equivalent	173
mw	29808	IrzyABirati	equivalent	174
mw	31886	utsAha	equivalent	175
mw	32002	utsarjana	equivalent	176
mw	33825	unnadDa	equivalent	177
mw	34134	upakAra	equivalent	178
mw	3435	atyaBisfta	equivalent	179
mw	34692	upadizwa	equivalent	180
mw	35536	uparidaMzwrin	equivalent	181
mw	36130	upasAdya	equivalent	182
mw	3690	aditi	equivalent	183
mw	37057	uBayaMkara	equivalent	184
mw	37941	UBAva	equivalent	185
mw	3829	adya	equivalent	186
mw	38888	fRamokza	equivalent	187
mw	42143	kawukavallI	equivalent	188
mw	42767.1	kaTaMkaTA	equivalent	189
mw	42805	kadambaka	equivalent	190
mw	43220	kandasAraka	equivalent	191
mw	43942	kampin	equivalent	192
mw	44828	karRatas	equivalent	193
mw	44912.1	karRavat	equivalent	194
mw	45140	kartra	equivalent	195
mw	45657	kalaBAzin	equivalent	196
mw	45756	kalaviNka	equivalent	197
mw	46017	kalukka	equivalent	198
mw	46072	kalpa	equivalent	199
mw	4691.4	aDyuras	equivalent	200
mw	47398	kAYcanAcArya	equivalent	201
mw	47500.60	kARqa	equivalent	202
mw	47614	kAtala	equivalent	203
mw	48766	kArttikakuRqa	equivalent	204
mw	49904	kASya	equivalent	205
mw	5161	anaBivAduka	equivalent	206
mw	51834	kuRWaka	equivalent	207
mw	52773	kurumbA	equivalent	208
mw	53274	kuvalayASvaka	equivalent	209
mw	53392	kuSinagarI	equivalent	210
mw	53514	kuzWaGna	equivalent	211
mw	55159	kfzRa	equivalent	212
mw	56965	kOkzeyaka	equivalent	213
mw	57342	kOlikatantra	equivalent	214
mw	57869	krAntA	equivalent	215
mw	59964	kzudrapippalI	equivalent	216
mw	6040	anISvara	equivalent	217
mw	63216	ganDAQya	equivalent	218
mw	63841	gargaBUmi	equivalent	219
mw	6395	anutpAda	equivalent	220
mw	64045	garBapozaRa	equivalent	221
mw	64061	garBarasa	equivalent	222
mw	66115	gurumeru	equivalent	223
mw	68423	gOhileya	equivalent	224
mw	69149	glaha	equivalent	225
mw	70177	GorA	equivalent	226
mw	7097	anurati	equivalent	227
mw	71409	catuzpaYcASat	equivalent	228
mw	72052	camIkAra	equivalent	229
mw	72417	carcA	equivalent	230
mw	72725	cAkriRa	equivalent	231
mw	75533	CAttri	equivalent	232
mw	76354	jagadyoni	equivalent	233
mw	76431	jaGanePalA	equivalent	234
mw	76606	jawilA	equivalent	235
mw	7718.2	anUdara	equivalent	236
mw	77304	jambUka	equivalent	237
mw	78972	jAyadraTa	equivalent	238
mw	79487	jihlu	equivalent	239
mw	82061	tadanna	equivalent	240
mw	82785	taponiDi	equivalent	241
mw	83741	tAqya	equivalent	242
mw	8382	antyezwi	equivalent	243
mw	84427	tAruRya	equivalent	244
mw	8541	annaSeza	equivalent	245
mw	87242	toyAlaya	equivalent	246
mw	88960	tvadIya	equivalent	247
mw	9002	apakft	equivalent	248
mw	90982.2	daSaSIrza	equivalent	249
mw	91641	dAmBika	equivalent	250
mw	92455	divyAvadAna	equivalent	251
mw	92830	dIpaka	equivalent	252
mw	93769	durAbADa	equivalent	253
mw	9418	apara	equivalent	254
mw	9542	aparigraha	equivalent	255
mw	96208	devAnanda	equivalent	256
mw	96417	devAya	equivalent	257
mw	99240	DagadDagiti	equivalent	258
mw	139189	prAYc	encyclopedic	259
mw	157875	mandAritA	encyclopedic	260
mw	171760	yuktagrAvan	encyclopedic	261
mw	173342	raYj	encyclopedic	262
mw	174229	ratna	encyclopedic	263
mw	182983	lopa	encyclopedic	264
mw	205324	vegarAjasaMhitA	encyclopedic	265
mw	255440	sTAnasTAna	encyclopedic	266
mw	41119	Opasada	encyclopedic	267
mw	56012	keSAnta	encyclopedic	268
mw	83694	tAjaka	encyclopedic	269
mw	87684	triGana	encyclopedic	270
mw	105923	nArAyaRacurRa	residual	271
mw	114620.1	paRyapatitva	residual	272
mw	119911	paryuzaRa	residual	273
mw	121271	pAYcAlya	residual	274
mw	153758	BrAtrya	residual	275
mw	164238.1	mitravarDra	residual	276
mw	175393	ravimaRi	residual	277
mw	176349	rAjatva	residual	278
mw	177699	rAya	residual	279
mw	187081	varARasa	residual	280
mw	199999	vivarman	residual	281
mw	204183	vfkza	residual	282
mw	208178	vorasidDi	residual	283
mw	213811	SarAti	residual	284
mw	217173	SiroDArya	residual	285
mw	234329.1	samAnasuKaduHKatA	residual	286
mw	239117	sarvAstitvavAdin	residual	287
mw	248839	suloman	residual	288
mw	253335	sOganDikA	residual	289
mw	258002	svapU	residual	290
mw	264824	hlanna	residual	291
mw	56016	keSApahA	residual	292
mw	6270.1	anucintA	residual	293
mw	66423	gfRat	residual	294
mw	70406	cakraDara	residual	295
mw	80205	jEtva	residual	296
mw	80562	jyezWa	residual	297
mw	85575	tIrTa	residual	298
mw	89355.1	dakzapati	residual	299
mw	97772	drAkzAvAruRI	residual	300
pw	10444	avanISa	synonym	1
pw	115318	Srut	synonym	2
pw	11744	aSrAvya	synonym	3
pw	128269	suzwuti	synonym	4
pw	131320	snigDadAru	synonym	5
pw	39549	cAturTika	synonym	6
pw	49839	dAruyantra	synonym	7
pw	52542	devaSrut	synonym	8
pw	71987	pratyayin	synonym	9
pw	79848	BinnayojanI	synonym	10
pw	81301	BrI	synonym	11
pw	81531	maNgalavacas	synonym	12
pw	90920	yAvadAyuzam	synonym	13
pw	99368	vasavAna	synonym	14
pw	99980	vANmaDura	synonym	15
pw	100417	vAtikazaRqa	equivalent	16
pw	101016	vArI	equivalent	17
pw	10118	alpamAriza	equivalent	18
pw	101723	vikuwyAsa	equivalent	19
pw	10257	avagfhya	equivalent	20
pw	103485	vipralopa	equivalent	21
pw	103802	vimalAnandaBAzya	equivalent	22
pw	104617	viSIrzan	equivalent	23
pw	104760	viSvakfzwi	equivalent	24
pw	105283	vizavallarI	equivalent	25
pw	105795	vihagendra	equivalent	26
pw	105901	vIci	equivalent	27
pw	106650	vfndin	equivalent	28
pw	106774	vfzaSuzRa	equivalent	29
pw	109200	SaMsaTa	equivalent	30
pw	109331	Sakkuli	equivalent	31
pw	110073	SatruGa	equivalent	32
pw	111032	SaSimaRi	equivalent	33
pw	112629	Sivaputra	equivalent	34
pw	112825	Siz	equivalent	35
pw	113269	SukravAra	equivalent	36
pw	113359	SucikarRa	equivalent	37
pw	113600	SuBavimalagarBa	equivalent	38
pw	113625	SuBAy	equivalent	39
pw	113679	SulbavArttika	equivalent	40
pw	113802	SUdrAputra	equivalent	41
pw	113907	SUladviz	equivalent	42
pw	116151	zawpaYcASikA	equivalent	43
pw	116444	zoqaSanityatantra	equivalent	44
pw	116482	zoqaSIbilva	equivalent	45
pw	117249	sakulaja	equivalent	46
pw	117305	saktuhoma	equivalent	47
pw	118391	satyOjas	equivalent	48
pw	120825	samuzyala	equivalent	49
pw	121997	sarvamftyu	equivalent	50
pw	122128	sarvaSUra	equivalent	51
pw	122415	salilASana	equivalent	52
pw	122748	sasuhfnmitrabAnDava	equivalent	53
pw	123998	sApta	equivalent	54
pw	125129	sitetarasaroja	equivalent	55
pw	126833	supUrvam	equivalent	56
pw	126836	supeSa	equivalent	57
pw	129809	sohAica	equivalent	58
pw	12997	asmayu	equivalent	59
pw	130778	strIsarUpin	equivalent	60
pw	131079	sTirAy	equivalent	61
pw	133240	svedya	equivalent	62
pw	133326	haMsapraboDA	equivalent	63
pw	133399	haWaparRI	equivalent	64
pw	133517	hayakarman	equivalent	65
pw	134424	hAriRaka	equivalent	66
pw	134690	himaBUBft	equivalent	67
pw	134889	hiraRyastuti	equivalent	68
pw	14135	AtmakIya	equivalent	69
pw	14171	AtmadarSa	equivalent	70
pw	14647	AnandatIrTa	equivalent	71
pw	16195	ASmaraTya	equivalent	72
pw	16565	Ahiti	equivalent	73
pw	1785	atidustara	equivalent	74
pw	19018	uddiS	equivalent	75
pw	200131	agnimuKa	equivalent	76
pw	200133	agnirUpa	equivalent	77
pw	200152	agratalasaMcAra	equivalent	78
pw	200998	apratiBawa	equivalent	79
pw	201380	aSUnyArTa	equivalent	80
pw	202046	atisaMtata	equivalent	81
pw	202694	Ikz	equivalent	82
pw	202920	kamalavallI	equivalent	83
pw	203662	anyUnAtiriktANga	equivalent	84
pw	203957	aviSrAnta	equivalent	85
pw	203982	aSvavfndin	equivalent	86
pw	20423	upepsA	equivalent	87
pw	20427	upoktavant	equivalent	88
pw	206766	AtI	equivalent	89
pw	207055	kikviwa	equivalent	90
pw	207309	jyokti	equivalent	91
pw	208180	akavi	equivalent	92
pw	208203	aNgulya	equivalent	93
pw	20821	uSIragiri	equivalent	94
pw	20928	uzRIgaNga	equivalent	95
pw	209310	rasaharaRa	equivalent	96
pw	21470	ftavAka	equivalent	97
pw	215910	kavaqiMkArAhAra	equivalent	98
pw	216821	galagranTi	equivalent	99
pw	217808	tAyin	equivalent	100
pw	21796	ekaDarmin	equivalent	101
pw	219063	padavedin	equivalent	102
pw	219440	puroBAga	equivalent	103
pw	219795	praSAntaviniScayaprAtihAryanirdeSa	equivalent	104
pw	220174	BinnakleSa	equivalent	105
pw	221706	saBAjya	equivalent	106
pw	221987	star	equivalent	107
pw	222468	nidAGaruci	equivalent	108
pw	22833	OdajYAyani	equivalent	109
pw	26638	kAmaSalya	equivalent	110
pw	28436	kuRWaDI	equivalent	111
pw	28999	kurarAva	equivalent	112
pw	29073	kurUpa	equivalent	113
pw	29196	kulavrata	equivalent	114
pw	3013	aDoBakta	equivalent	115
pw	30554	kfzRASraya	equivalent	116
pw	32701	kzIrIy	equivalent	117
pw	32707	kzIrodajA	equivalent	118
pw	33743	KAdi	equivalent	119
pw	3426	ananyayogam	equivalent	120
pw	35200	gARika	equivalent	121
pw	35411	gAhana	equivalent	122
pw	36960	govyADila	equivalent	123
pw	37169	gOralalAma	equivalent	124
pw	3963	anAryajuzwa	equivalent	125
pw	40050	citraBezajA	equivalent	126
pw	40295	cirBawa	equivalent	127
pw	41885	jaraWita	equivalent	128
pw	42478	jAtiSabda	equivalent	129
pw	43687	Jaw	equivalent	130
pw	44368	tanaka	equivalent	131
pw	4727	anuyAtra	equivalent	132
pw	47403	trigamBIra	equivalent	133
pw	48713	dattAtreyayoga	equivalent	134
pw	48946	dantAvalI	equivalent	135
pw	49708	dABya	equivalent	136
pw	49919	dASa	equivalent	137
pw	50148	didfkzeya	equivalent	138
pw	50870	duDi	equivalent	139
pw	52163	devakuRqa	equivalent	140
pw	52496	devavaDU	equivalent	141
pw	53549	droRacit	equivalent	142
pw	54411	Danarakzaka	equivalent	143
pw	56021	DvajapatAkin	equivalent	144
pw	56378	naYjarAjayaSoBUzaRa	equivalent	145
pw	5701	anyUnANga	equivalent	146
pw	57278	nazwavedana	equivalent	147
pw	58046	nAreya	equivalent	148
pw	59993	niHSas	equivalent	149
pw	61207	nEdAnika	equivalent	150
pw	61358	nEsarga	equivalent	151
pw	62297	paweraka	equivalent	152
pw	6237	apavAdin	equivalent	153
pw	6450	apArRa	equivalent	154
pw	67692	puttalIcAlana	equivalent	155
pw	68623	puzpaBadraka	equivalent	156
pw	6967	aprAkaraRika	equivalent	157
pw	70034	pOnaHpunya	equivalent	158
pw	70219	prakamanIya	equivalent	159
pw	70863	prati	equivalent	160
pw	7181	abDisadman	equivalent	161
pw	72160	pratyupamAna	equivalent	162
pw	72832	pramfzya	equivalent	163
pw	73061	pravaReja	equivalent	164
pw	75182	plIyA	equivalent	165
pw	78447	Bagavaddruma	equivalent	166
pw	78641	BaRqita	equivalent	167
pw	80561	BUmilABa	equivalent	168
pw	80624	BUriganDA	equivalent	169
pw	8207	amahADana	equivalent	170
pw	82372	maDuduGa	equivalent	171
pw	83692	martyezita	equivalent	172
pw	85471	mahEraRqa	equivalent	173
pw	86002	mADavIyanidAna	equivalent	174
pw	87633	mumocayizu	equivalent	175
pw	87918	mUrDapAta	equivalent	176
pw	88176	mfgavaDAjIva	equivalent	177
pw	89177	mORqinikAya	equivalent	178
pw	90520	yavya	equivalent	179
pw	90738	yATAkaTAca	equivalent	180
pw	911	aNkeSaya	equivalent	181
pw	92115	rajasvin	equivalent	182
pw	92637	raTecitra	equivalent	183
pw	92963	rasanIya	equivalent	184
pw	93341	rAjaDarmakOstuBa	equivalent	185
pw	93785	rAtrIdEvodAsa	equivalent	186
pw	93860	rAmakirI	equivalent	187
pw	94671	rUpanArAyaRa	equivalent	188
pw	94737	rUzaka	equivalent	189
pw	95065	romaSaPala	equivalent	190
pw	95454	laGugoDUma	equivalent	191
pw	96044	lAYCanatA	equivalent	192
pw	96602	lokamahAdevI	equivalent	193
pw	98281	vamin	equivalent	194
pw	98390	varadarAjacampU	equivalent	195
pw	98972	varzatantra	equivalent	196
pw	103291	vipay	encyclopedic	197
pw	103651	viBida	encyclopedic	198
pw	110539	SaraRyatA	encyclopedic	199
pw	111760	SArdUlalalita	encyclopedic	200
pw	114196	SElajAtA	encyclopedic	201
pw	116419	zARmAsika	encyclopedic	202
pw	116932	saMsarpin	encyclopedic	203
pw	117474	saMkulita	encyclopedic	204
pw	121720	sarvaganDa	encyclopedic	205
pw	129245	senAnI	encyclopedic	206
pw	13333	ahvalA	encyclopedic	207
pw	133382	haYjikA	encyclopedic	208
pw	134299	hastimalla	encyclopedic	209
pw	15946	AvalikA	encyclopedic	210
pw	1751	atiTin	encyclopedic	211
pw	19586	upadaMSa	encyclopedic	212
pw	200108	agADa	encyclopedic	213
pw	204732	qimBa	encyclopedic	214
pw	207086	kUwa	encyclopedic	215
pw	21205	UrmilA	encyclopedic	216
pw	21974	ekavrata	encyclopedic	217
pw	222033	haMsaka	encyclopedic	218
pw	22262	ena	encyclopedic	219
pw	26659	kAmANga	encyclopedic	220
pw	32383	kzayitatA	encyclopedic	221
pw	32994	kzema	encyclopedic	222
pw	34437	gadgadaka	encyclopedic	223
pw	348	akzi	encyclopedic	224
pw	35398	gAloqita	encyclopedic	225
pw	36668	gopavallI	encyclopedic	226
pw	38336	cakrika	encyclopedic	227
pw	38788	catuzkarRa	encyclopedic	228
pw	41730	jambula	encyclopedic	229
pw	41954	jarjarIka	encyclopedic	230
pw	49058	daridrI	encyclopedic	231
pw	50833	dugDaPena	encyclopedic	232
pw	51554	duzkara	encyclopedic	233
pw	51779	dUtI	encyclopedic	234
pw	56103	DvAna	encyclopedic	235
pw	57880	nAmakaraRa	encyclopedic	236
pw	58061	nArzada	encyclopedic	237
pw	61260	nErantarya	encyclopedic	238
pw	61846	paYcacUqa	encyclopedic	239
pw	66711	piNga	encyclopedic	240
pw	68005	puraya	encyclopedic	241
pw	72537	prabalI	encyclopedic	242
pw	74352	prAtyayika	encyclopedic	243
pw	75111	prOQapAda	encyclopedic	244
pw	75214	psA	encyclopedic	245
pw	76587	bahvASin	encyclopedic	246
pw	8161	amarAvatI	encyclopedic	247
pw	81704	maqaka	encyclopedic	248
pw	8225	amAtra	encyclopedic	249
pw	83858	malina	encyclopedic	250
pw	85051	mahAvratin	encyclopedic	251
pw	9324	arc	encyclopedic	252
pw	9613	arDacandraka	encyclopedic	253
pw	100672	vAmamArga	residual	254
pw	108505.1	vyaSnuvin	residual	255
pw	110448.2	SamyAparAsa	residual	256
pw	117298.1	saktukAraka	residual	257
pw	119273.1	sapakzatva	residual	258
pw	119500	saptarAtrika	residual	259
pw	132174.1	suapas	residual	260
pw	202586.03	AcAranavanIta	residual	261
pw	202599.1	AtmaprakASikAvivaraRa	residual	262
pw	203635	antakArin	residual	263
pw	205431.1	uqilla	residual	264
pw	209659	agastikusuma	residual	265
pw	211738	apariBUtAjYa	residual	266
pw	211949	apratikArya	residual	267
pw	212283.1	aBivAsas	residual	268
pw	212674	arocuka	residual	269
pw	214179	ApArzRi	residual	270
pw	214250	Ayatapakzmala	residual	271
pw	215217	urukrama	residual	272
pw	216389	kedAraBawwIya	residual	273
pw	216401	keSabanDa	residual	274
pw	217022	grahaRaka	residual	275
pw	217605	jozwra	residual	276
pw	218077.1	darBapUla	residual	277
pw	219035	paRyavITI	residual	278
pw	219838	prARaBAj	residual	279
pw	220276	maRicIra	residual	280
pw	28436.1	kuRWamanas	residual	281
pw	33869	KullatAta	residual	282
pw	35168.1	gANgawaka	residual	283
pw	39957.1	citpati	residual	284
pw	45744.4	tiTisaMgraha	residual	285
pw	47993.1	treDAsTita	residual	286
pw	53638	dvayu	residual	287
pw	59565.1	nirvaptavya	residual	288
pw	66099.1	pApavasyasa	residual	289
pw	72496.4	prapuMnAqa	residual	290
pw	72944.05	prayogaratnamAlikA	residual	291
pw	74951.1	preteSvara	residual	292
pw	79344.04	BAwwadinakarIya	residual	293
pw	79516.1	BArgavadIpikA	residual	294
pw	8230	amAna	residual	295
pw	84972.16	mahAvAkyopanizad	residual	296
pw	8835	ayugmapAdayamaka	residual	297
pw	88799.1	meDIyaMs	residual	298
pw	90414	yavakowi	residual	299
pw	95515.1	laGumaYjUzA	residual	300
pwg	103885	saMjYAsuta	synonym	1
pwg	107488	sahacarita	synonym	2
pwg	10825	utkIla	synonym	3
pwg	14254	kaNkAla	synonym	4
pwg	22016	garBADAna	synonym	5
pwg	25421	citraketu	synonym	6
pwg	31500	tvAca	synonym	7
pwg	31777	daRqasena	synonym	8
pwg	34349	dfzwAntita	synonym	9
pwg	35544	dvAdaSalocana	synonym	10
pwg	3598	anyAya	synonym	11
pwg	37909	nalita	synonym	12
pwg	41862	pattana	synonym	13
pwg	42695	parigaRana	synonym	14
pwg	4273	apratimanyUyamAna	synonym	15
pwg	43566	paryudAsa	synonym	16
pwg	50334	prAkazika	synonym	17
pwg	51621	PiraNga	synonym	18
pwg	56345	maYjizWAmeha	synonym	19
pwg	61663	mftyudvAra	synonym	20
pwg	63408	anarha	synonym	21
pwg	65938	astra	synonym	22
pwg	70209	kAkarudrasaMvAda	synonym	23
pwg	81889	yAtar	synonym	24
pwg	87525	vawAkara	synonym	25
pwg	88409	varjanIya	synonym	26
pwg	93003	viloqana	synonym	27
pwg	95076	vfzAkza	synonym	28
pwg	96547	vyAciKyAsu	synonym	29
pwg	101212	SODikA	equivalent	30
pwg	101375	SyAvASvi	equivalent	31
pwg	101946	SroRitas	equivalent	32
pwg	103132	saMskAravAdArTa	equivalent	33
pwg	10454	izvastra	equivalent	34
pwg	105090	saptasparDA	equivalent	35
pwg	105228	samagraRI	equivalent	36
pwg	105805	samIy	equivalent	37
pwg	106568	sarj	equivalent	38
pwg	106888	sarvaprada	equivalent	39
pwg	107196	sarvIya	equivalent	40
pwg	107739	sahasrasAvya	equivalent	41
pwg	108114	sAtu	equivalent	42
pwg	111659	suvfzwa	equivalent	43
pwg	112187	sUtrakfta	equivalent	44
pwg	112197	sUtradaridra	equivalent	45
pwg	112505	sfjAvaRa	equivalent	46
pwg	112675	sevikA	equivalent	47
pwg	113906	sTalaruhA	equivalent	48
pwg	117607	hemARqa	equivalent	49
pwg	11806	upadevatA	equivalent	50
pwg	118565	arvan	equivalent	51
pwg	118584	avagrahaSaka	equivalent	52
pwg	118776	Api	equivalent	53
pwg	11942	upamA	equivalent	54
pwg	119752	gardaB	equivalent	55
pwg	120101	tam	equivalent	56
pwg	120118	tAnuka	equivalent	57
pwg	120342	devakAnta	equivalent	58
pwg	12163	upasaryA	equivalent	59
pwg	121642	mfgya	equivalent	60
pwg	12210	upasTitapracupita	equivalent	61
pwg	122140	vizamAy	equivalent	62
pwg	122208	vEyApada	equivalent	63
pwg	12417	uragASana	equivalent	64
pwg	12636	uzwrakARqI	equivalent	65
pwg	12983	fjriya	equivalent	66
pwg	13277	ekanetra	equivalent	67
pwg	13959	Odumbaraka	equivalent	68
pwg	14311	kajjalita	equivalent	69
pwg	14793	kandukeSa	equivalent	70
pwg	14874	kapitEla	equivalent	71
pwg	1490	atisidDi	equivalent	72
pwg	15681	kalAkeli	equivalent	73
pwg	16120	kANguka	equivalent	74
pwg	16900	kAlAmra	equivalent	75
pwg	17221	kiMtva	equivalent	76
pwg	17820	kuBftya	equivalent	77
pwg	19214	kElAvata	equivalent	78
pwg	20206	kzarya	equivalent	79
pwg	21093	KaSarIrin	equivalent	80
pwg	21376	gajacirBawA	equivalent	81
pwg	21651	ganDakArikA	equivalent	82
pwg	21690	ganDapalASikA	equivalent	83
pwg	21762	ganDasuKI	equivalent	84
pwg	23361	govikarta	equivalent	85
pwg	23988	GanAtyaya	equivalent	86
pwg	23997	GanodaDi	equivalent	87
pwg	24165	Gftasad	equivalent	88
pwg	24354	cakraSatapatra	equivalent	89
pwg	25107	cAwupawu	equivalent	90
pwg	2594	anAs	equivalent	91
pwg	26539	janasTa	equivalent	92
pwg	27326	jAyadraTa	equivalent	93
pwg	27592	jIvadAman	equivalent	94
pwg	27664	jIvitanATa	equivalent	95
pwg	28170	wakkibudDa	equivalent	96
pwg	28768	tapodAna	equivalent	97
pwg	30215	tuhara	equivalent	98
pwg	31449	tvagvant	equivalent	99
pwg	31965	dantavIRA	equivalent	100
pwg	32442	dAqimapriya	equivalent	101
pwg	32568	dAmodaradatta	equivalent	102
pwg	34053	duHsaMpAda	equivalent	103
pwg	35549	dvAdaSAMSu	equivalent	104
pwg	36373	Darmavivecana	equivalent	105
pwg	36384	DarmasaMSrita	equivalent	106
pwg	36540	DAtra	equivalent	107
pwg	37256	DvAntArAti	equivalent	108
pwg	37408	nagarADikfta	equivalent	109
pwg	37542	nadeyI	equivalent	110
pwg	37793	naradviz	equivalent	111
pwg	3799	apaprajAtA	equivalent	112
pwg	38289	nAcIna	equivalent	113
pwg	38638	nAsikAgra	equivalent	114
pwg	3932	apavana	equivalent	115
pwg	39858	niveSavant	equivalent	116
pwg	39983	niHSaraRa	equivalent	117
pwg	40508	nIlanaKa	equivalent	118
pwg	40566	nIlasinduvAra	equivalent	119
pwg	41517	paYcaSara	equivalent	120
pwg	42340	parajita	equivalent	121
pwg	45623	puMScihna	equivalent	122
pwg	46325	pulinavatI	equivalent	123
pwg	47165	pfzwyAmaya	equivalent	124
pwg	47900	pracCannIBU	equivalent	125
pwg	48586	prativedaSAKam	equivalent	126
pwg	49142	pradava	equivalent	127
pwg	50268	praharzula	equivalent	128
pwg	50460	prAcAra	equivalent	129
pwg	51153	pretameDa	equivalent	130
pwg	51560	PalepuzpA	equivalent	131
pwg	51625	Puka	equivalent	132
pwg	54063	BadraSrut	equivalent	133
pwg	55446	BUmiBedin	equivalent	134
pwg	56530	maRqalavarza	equivalent	135
pwg	56800	madasTAna	equivalent	136
pwg	57341	manutantu	equivalent	137
pwg	57501	mantrapUtAtman	equivalent	138
pwg	58193	masipaTa	equivalent	139
pwg	59742	mADavacarita	equivalent	140
pwg	60090	mArgaharmya	equivalent	141
pwg	60315	mAhAprARa	equivalent	142
pwg	60458	mitrAKya	equivalent	143
pwg	60548	minv	equivalent	144
pwg	61911	meq	equivalent	145
pwg	63099	adana	equivalent	146
pwg	63191	aDikADika	equivalent	147
pwg	63616	anunAdin	equivalent	148
pwg	65715	aSOcanirRaya	equivalent	149
pwg	65802	azwAdaSaDA	equivalent	150
pwg	66021	ahirbuDnya	equivalent	151
pwg	66465	Anandaka	equivalent	152
pwg	66500	Anarda	equivalent	153
pwg	68023	udvAra	equivalent	154
pwg	68393	upasevA	equivalent	155
pwg	69101	EzIraTi	equivalent	156
pwg	69230	Orasi	equivalent	157
pwg	6946	aSokazazWI	equivalent	158
pwg	70346	kAmakAra	equivalent	159
pwg	71760	kOmudIpraBA	equivalent	160
pwg	72596	garIyastva	equivalent	161
pwg	73120	gosattra	equivalent	162
pwg	738	aNgir	equivalent	163
pwg	74405	jinacandra	equivalent	164
pwg	74890	taruvallI	equivalent	165
pwg	75656	dAlana	equivalent	166
pwg	76401	dvizazwivAkya	equivalent	167
pwg	77233	nirAkftin	equivalent	168
pwg	77741	nyAyaBUzaRa	equivalent	169
pwg	78237	pariSezavant	equivalent	170
pwg	78294	paryavaskanda	equivalent	171
pwg	78885	pUrvadehika	equivalent	172
pwg	79356	prabAhu	equivalent	173
pwg	79469	pravivikzu	equivalent	174
pwg	79882	bahis	equivalent	175
pwg	80275	BOjya	equivalent	176
pwg	84957	rudraja	equivalent	177
pwg	8533	ADmApana	equivalent	178
pwg	85545	rOkzaka	equivalent	179
pwg	88251	varAhadant	equivalent	180
pwg	89566	vAjivAhana	equivalent	181
pwg	90537	vASizWa	equivalent	182
pwg	91226	vijanman	equivalent	183
pwg	92186	vipariRAmin	equivalent	184
pwg	92527	viBramavatI	equivalent	185
pwg	95095	vfzAlalatatAyin	equivalent	186
pwg	95154	vegihariRa	equivalent	187
pwg	95558	vezwanaka	equivalent	188
pwg	96417	vyavahAramArga	equivalent	189
pwg	97042	SakaMBara	equivalent	190
pwg	98507	Sasya	equivalent	191
pwg	99550	SilAmala	equivalent	192
