form_slp1	lemma_slp1	pos	n_entries
viGasASena	viGasASa	noun	2
viGasASin	viGasASin	noun	2
viGawwanIya	viGawwi	noun	6
viGawwinI	viGawwi	noun	30
viGnakArin	viGnakArin	noun	2
viGnakara	viGnakara	noun	2
viGnakartf	viGnakartf	noun	3
viGnapratikriyAm	viGnapratikriyA	noun	2
viGnatAm	vihan	noun	2
viGnavinAyaka	viGnavinAyaka	noun	2
viGnitadfzwipAta	viGnitadfzwipAta	noun	2
viGnitecCam	viGnitecCa	noun	3
viKyA	viKyA	noun	22
viMSatISa	viMSatISa	noun	2
viMSatiBuja	viMSatiBuja	noun	2
viMSatisAhasrA	viMSatisAhasra	noun	1
viMSatisAhasrAn	viMSatisAhasra	noun	1
viPalI	viPal	noun	3
viPalapreraRA	viPalapreraRa	noun	1
viSAKayUpa	viSAKayUpa	noun	4
viSAlAkzIm	viSAlAkzI	noun	2
viSAlAkzi	viSAlAkzI	noun	5
viSAlAkzyA	viSAlAkzI	noun	3
viSAlaka	viSAlaka	noun	2
viSAlanetrA	viSAlanetra	noun	1
viSAlatA	viSAlatA	noun	3
viSIrRAByAm	viSF	noun	18
viSIrRapaNkti	viSIrRapaNkti	noun	3
viSIryamARA	viSF	noun	2
viSaNkita	viSaNkita	noun	2
viSaPa	viSaPa	noun	2
viSakala	viSakala	noun	2
viSalezu	viSala	noun	2
viSamAna	viS	noun	2
viSarAd	viSF	noun	16
viSarIka	viSarIka	noun	2
viSasanI	viSas	noun	1
viSase	viSas	noun	30
viSasitf	viSas	noun	6
viSastam	viSas	noun	3
viSastrAn	viSas	noun	1
viSeva	viS	verb	1
viSeya	viSI	noun	2
viSezArTa	viSezArTa	noun	2
viSezArTin	viSezArTin	noun	2
viSezArTinI	viSezArTin	noun	4
viSezaRatA	viSezaRatA	noun	3
viSezadfSyam	viSezadfSya	noun	3
viSezajYa	viSezajYa	noun	2
viSezakacCedya	viSezakacCedya	noun	2
viSezaniyama	viSezaniyama	noun	2
viSezapratipatti	viSezapratipatti	noun	3
viSezatva	viSezatva	noun	2
viSezavacanam	viSezavacana	noun	3
viSezavid	viSezavid	noun	7
viSezavikramarucI	viSezavikramaruci	noun	6
viSezaya	viSezi	verb	4
viSezayizyan	viSezi	noun	4
viSeziRe	viSiz	noun	4
viSiKAnAm	viSiKa	noun	6
viSiSipra	viSiSipra	noun	2
viSikzu	viSikzu	noun	3
viSiraska	viSiraska	noun	2
viSizyamARa	viSiz	noun	4
viSlaTam	viSlATi	noun	14
viSlezita	viSlezi	noun	2
viSokAni	viSoka	noun	9
viSozita	viSozita	noun	2
viSpalAvasU	viSpalAvasu	noun	6
viSpati	viSpati	noun	3
viSrARanAt	viSrARi	noun	6
viSrARya	viSrARi	noun	6
viSrAmyasi	viSram	verb	1
viSrAmyatAm	viSram	noun	2
viSrAvitam	viSrAvi	noun	3
viSramaya	viSrAmi	verb	2
viSrayaDvam	viSri	verb	1
viSrayamARa	viSri	noun	4
viSrayantAm	viSri	verb	1
viSrayante	viSri	verb	1
viSri	viSri	noun	3
viSrita	viSri	noun	2
viSudDAtmA	viSudDAtman	noun	3
viSudDAtman	viSudDAtman	noun	3
viSudDaBAva	viSudDaBAva	noun	2
viSudDamanas	viSudDamanas	noun	5
viSudDasattva	viSudDasattva	noun	2
viSudDatA	viSudDatA	noun	3
viSvADipa	viSvADipa	noun	2
viSvANgya	viSvANgya	noun	2
viSvAdam	viSvAd	noun	2
viSvAmitrajamadagnI	viSvAmitrajamadagni	noun	6
viSvAmitranadI	viSvAmitranadI	noun	8
viSvAnara	viSvAnara	noun	2
viSvAnnam	viSvAnna	noun	3
viSvAsAya	viSvAsi	noun	8
viSvAsaGAtin	viSvAsaGAtin	noun	2
viSvAsakAraRam	viSvAsakAraRa	noun	3
viSvAsita	viSvAsi	noun	2
viSvAsyA	viSvas	noun	1
viSvAti	viSvAyi	noun	6
viSvAtmaka	viSvAtmaka	noun	2
viSvAyave	viSvAyu	noun	6
viSvAyuvepas	viSvAyuvepas	noun	5
viSvaBAnu	viSvaBAnu	noun	3
viSvaBft	viSvaBft	noun	14
viSvaBojas	viSvaBojas	noun	5
viSvaBojasam	viSvaBojas	noun	2
viSvaDAma	viSvaDAman	noun	3
viSvaDAyas	viSvaDAyas	noun	5
viSvaDAyasam	viSvaDAyas	noun	2
viSvaSArada	viSvaSArada	noun	2
viSvaSamBU	viSvaSamBu	noun	6
viSvaSamBu	viSvaSamBU	noun	10
viSvaSarDas	viSvaSarDas	noun	5
viSvaScandra	viSvaScandra	noun	2
viSvaScandram	viSvaScandra	noun	3
viSvaSuce	viSvaSuc	noun	3
viSvacakzaRa	viSvacakzaRa	noun	2
viSvacakzas	viSvacakzas	noun	5
viSvacakzase	viSvacakzas	noun	3
viSvacakzus	viSvacakzus	noun	9
viSvadAvan	viSvadAvan	noun	2
viSvadarSata	viSvadarSata	noun	2
viSvadarSatam	viSvadarSata	noun	3
viSvadevyAvat	viSvadevyAvat	noun	3
viSvadfzwa	viSvadfzwa	noun	2
viSvadohas	viSvadohas	noun	5
viSvadohasam	viSvadohas	noun	2
viSvagUrta	viSvagUrta	noun	2
viSvagUrti	viSvagUrti	noun	3
viSvagarBAm	viSvagarBa	noun	2
viSvagotra	viSvagotra	noun	2
viSvajanman	viSvajanman	noun	3
viSvajanya	viSvajanya	noun	2
viSvajinvA	viSvajinva	noun	1
viSvakA	viSvaka	noun	2
viSvaka	viSvaka	noun	4
viSvakfta	viSvakfta	noun	2
viSvakfzwi	viSvakfzwi	noun	3
viSvamBarI	viSvamBari	noun	6
viSvamBarakulAya	viSvamBarakulAya	noun	2
viSvamBarakulAye	viSvamBarakulAya	noun	9
viSvamUrti	viSvamUrti	noun	6
viSvamanas	viSvamanas	noun	10
viSvamanuzAm	viSvamanus	noun	3
viSvamitrA	viSvamitra	noun	1
viSvamitra	viSvamitra	noun	2
viSvamitreRa	viSvamitra	noun	2
viSvanAmnI	viSvanAman	noun	3
viSvapati	viSvapati	noun	3
viSvapeSas	viSvapeSas	noun	5
viSvapeSasA	viSvapeSas	noun	3
viSvapeSasam	viSvapeSas	noun	2
viSvapiSA	viSvapiS	noun	3
viSvapsnya	viSvapsnya	noun	2
viSvarADas	viSvarADas	noun	5
viSvarUpARAm	viSvarUpa	noun	9
viSvarUpAn	viSvarUpa	noun	3
viSvarUpayA	viSvarUpa	noun	3
viSvarUpin	viSvarUpin	noun	2
viSvasAman	viSvasAman	noun	3
viSvasaMhAra	viSvasaMhAra	noun	2
viSvasamBava	viSvasamBava	noun	2
viSvasana	viSvas	noun	2
viSvasfzwi	viSvasfzwi	noun	3
viSvasizyati	viSvas	noun	3
viSvastavat	viSvas	noun	3
viSvataScakzus	viSvataScakzus	noun	9
viSvatobAhu	viSvatobAhu	noun	3
viSvatovIryA	viSvatovIrya	noun	1
viSvatovIrya	viSvatovIrya	noun	2
viSvavArA	viSvavArA	noun	3
viSvavArARi	viSvavAra	noun	3
viSvavArAm	viSvavArA	noun	2
viSvavAra	viSvavArA	noun	3
viSvavAram	viSvavAra	noun	3
viSvavArasya	viSvavAra	noun	2
viSvavAre	viSvavArA	noun	14
viSvavArya	viSvavArya	noun	2
viSvavAryam	viSvavArya	noun	3
viSvavedas	viSvavedas	noun	5
viSvavedasA	viSvavedas	noun	3
viSvavedase	viSvavedas	noun	3
viSvavid	viSvavid	noun	7
viSvavidA	viSvavid	noun	3
viSvavidam	viSvavid	noun	2
viSvavit	viSvavid	noun	7
viSvavyacas	viSvavyacas	noun	10
viSvavyacasam	viSvavyacas	noun	4
viSvayat	viSvi	noun	3
viSvayoni	viSvayoni	noun	3
viSya	viSya	noun	4
viTura	viTura	noun	2
viTureRa	viTura	noun	2
vibADete	vibAD	verb	1
vibAbaDe	vibAbaDya	noun	60
vibAli	vibAlI	noun	5
vibanDu	vibanDu	noun	3
vibarha	vibarha	noun	4
viboDyamAna	viboDi	noun	4
vibuDADipa	vibuDADipa	noun	2
vibuDADipam	vibuDADipa	noun	3
vibuDAnucara	vibuDAnucara	noun	2
vicAl	vicAli	noun	7
vicAlyamAna	vicAli	noun	2
vicAr	vicAri	noun	7
vicAramUQa	vicAramUQa	noun	2
vicArayizyate	vicAri	verb	3
vicArin	vicar	noun	2
vicCedana	vicCedanA	noun	3
vicCid	vicCid	noun	7
vicacara	vicar	verb	1
vicakramARa	vikram	noun	2
vicakropaskaropasTa	vicakropaskaropasTa	noun	2
vicakzARa	vicakz	noun	4
vicakzaRatva	vicakzaRatva	noun	2
vicalita	vical	noun	4
vicalitum	vical	ind	2
vicar	vicar	noun	7
vicaraRa	vicar	noun	2
vicarat	vicar	noun	3
vicaratAm	vicar	noun	2
vicarata	vicar	verb	1
vicaritam	vicar	noun	3
vicarzaRi	vicarzaRi	noun	3
vicayizWa	vicayizWa	noun	2
viceta	vyac	verb	1
vicetana	vicetana	noun	2
vicetas	vicetas	noun	5
vicezwita	vicezw	noun	2
vicftAmi	vicft	verb	1
vicfta	vicft	noun	2
vicikitsita	vicikitsa	noun	4
vicintana	vicintana	noun	2
vicinvAna	vici	noun	4
vicinvat	vici	noun	3
vicitrANga	vicitrANga	noun	2
vicitrANgam	vicitrANga	noun	3
vicitramAlyABaraRa	vicitramAlyABaraRa	noun	2
vicitrarUpa	vicitrarUpa	noun	2
vicitratva	vicitratva	noun	2
vicitrita	vicitrita	noun	2
vicyuta	vicyuta	noun	2
vidAYcakAra	vid	verb	2
vidAhin	vidah	noun	2
vidArayat	vidAri	noun	3
vidAyya	viday	noun	2
vidIpita	vidIpita	noun	2
vidaSan	vidaMS	noun	2
vidaTya	vidaTya	noun	2
vidaTyam	vidaTya	noun	3
vidadre	vidF	verb	2
vidagDaparizat	vidagDaparizad	noun	7
vidahyamAna	vidah	noun	2
vidalIkfta	vidalIkfta	noun	2
vidalayati	vidAli	noun	2
vidarBABimuKa	vidarBABimuKa	noun	2
vidarBADipati	vidarBADipati	noun	3
vidarBARi	vidarBi	noun	12
vidarBanagarI	vidarBanagarI	noun	8
vidarBapataye	vidarBapati	noun	2
vidarBarAja	vidarBarAja	noun	2
vidarBatanayA	vidarBatanayA	noun	3
vidarSitA	vidarSi	verb	2
vidarSita	vidarSi	noun	2
vidas	vid	noun	75
videSagamana	videSagamana	noun	2
videSasTa	videSasTa	noun	2
videSya	videSya	noun	2
videhADipati	videhADipati	noun	3
videhanagarI	videhanagarI	noun	8
videharAja	videharAja	noun	2
videhatva	videhatva	noun	2
videva	videvi	noun	8
vidfti	vidfti	noun	3
vididyutAna	vidyut	noun	2
vidis	vidA	noun	4
viditezu	vid	noun	4
vidman	vidman	noun	3
vidmanApas	vidmanApas	noun	5
vidrAva	vidrAvi	noun	8
vidrAvyamARa	vidrAvi	noun	2
vidraDa	vidraDa	noun	4
vidravat	vidru	noun	3
vidu	vidu	noun	6
vidudruvus	vidru	verb	1
viduratAm	viduratA	noun	2
viduzkfta	viduzkfta	noun	2
vidvad	vid	noun	3
vidvajjana	vidvajjana	noun	2
vidvajjanam	vidvajjana	noun	3
vidvala	vidvala	noun	2
vidvattA	vidvattA	noun	3
vidvizat	vidvizat	noun	7
vidyABIpsin	vidyABIpsin	noun	2
vidyADana	vidyADana	noun	2
vidyADigama	vidyADigama	noun	2
vidyAbala	vidyAbala	noun	2
vidyAbalam	vidyAbala	noun	3
vidyAcaraRasampanna	vidyAcaraRasampanna	noun	2
vidyAgrahaRa	vidyAgrahaRa	noun	2
vidyAguru	vidyAguru	noun	3
vidyAhIna	vidyAhIna	noun	2
vidyAmada	vidyAmada	noun	2
vidyAmaya	vidyAmaya	noun	2
vidyArTin	vidyArTin	noun	4
vidyAsTAna	vidyAsTAna	noun	2
vidyAvfdDa	vidyAvfdDa	noun	2
vidyAvfdDam	vidyAvfdDa	noun	3
vidyAviSArada	vidyAviSArada	noun	2
vidyAvihIna	vidyAvihIna	noun	2
vidyAvratasnAta	vidyAvratasnAta	noun	2
vidyamAnatA	vidyamAnatA	noun	3
vidyamAnatva	vidyamAnatva	noun	2
vidyotamAna	vidyut	noun	4
vidyotayitavya	vidyoti	noun	2
vidyudDasta	vidyudDasta	noun	2
vidyudakza	vidyudakza	noun	2
vidyuddAma	vidyuddAman	noun	3
vidyudraTA	vidyudraTa	noun	1
vidyudraTa	vidyudraTa	noun	2
vidyudvallI	vidyudvallI	noun	8
vidyulleKa	vidyulleKA	noun	3
vidyutpraBa	vidyutpraBa	noun	4
vigAQamanmaTa	vigAQamanmaTa	noun	2
vigAhamAna	vigAh	noun	4
vigAhana	vigAh	noun	2
vigAhita	vigAhi	noun	2
vigAhyamAna	vigAh	noun	2
vigalitaSucA	vigalitaSuc	noun	3
vigama	vigAmi	noun	16
vigarBa	vigarBA	noun	3
vigarhamARa	vigarh	noun	4
vigarhitAcAra	vigarhitAcAra	noun	2
vigatajYAnA	vigatajYAna	noun	1
vigatajYAnAn	vigatajYAna	noun	1
vigatajYAna	vigatajYAna	noun	2
vigatajvara	vigatajvara	noun	2
vigatajvaram	vigatajvara	noun	3
vigatakalmaza	vigatakalmaza	noun	2
vigataklamA	vigataklama	noun	1
vigataklama	vigataklama	noun	2
vigataklamam	vigataklama	noun	3
vigatas	vigam	noun	13
vigatasaNkalpa	vigatasaMkalpa	noun	2
vigataspfha	vigataspfha	noun	2
viglApana	viglApi	noun	2
vigrAha	vigrAhi	noun	8
vigrIva	vigrIva	noun	2
vigra	vigra	noun	2
vigrahin	vigrahin	noun	2
viguRas	viguRa	noun	1
vigupta	vigopAya	noun	2
vihA	vihA	noun	35
vihArAvasaTezu	vihArAvasaTa	noun	2
vihAraBUmi	vihAraBUmi	noun	3
vihAraSayanezu	vihAraSayana	noun	2
vihAradeSa	vihAradeSa	noun	2
vihAravAri	vihAravAri	noun	3
vihArayAtrA	vihArayAtrA	noun	3
vihArayAtrAsu	vihArayAtrA	noun	2
vihArin	vihf	noun	2
vihAsyan	vihA	noun	2
vihAyi	vihA	noun	6
vihInavarRA	vihInavarRa	noun	1
vihIyamAna	vihA	noun	2
vihaNgamAn	vihaMgama	noun	2
vihaNgamam	vihaMgama	noun	6
vihagopaGuzwam	vihagopaGuzwa	noun	3
vihalha	vihalha	noun	2
vihantf	vihan	noun	3
vihantu	vihan	verb	1
vihanyamAna	vihan	noun	2
viharam	vihf	noun	9
vihava	vihve	noun	2
vihfdaya	vihfdaya	noun	2
vihruta	vihruta	noun	2
vihutmatInAm	vihutmatI	noun	2
vihvalANga	vihvalANga	noun	2
vihvalamAna	vihval	noun	2
vihvalan	vihval	noun	2
vihvalatvAt	vihvalatva	noun	2
vihvalitasarvANga	vihvalitasarvANga	noun	2
vijA	vij	noun	15
vijAhizyati	vijAhA	noun	6
vijAmi	vijAmi	noun	3
vijAn	vijan	noun	7
vijAnITas	vijYA	verb	1
vijAta	vijAtA	noun	3
vijAva	vijAvan	noun	3
vijYAnAtmA	vijYAnAtman	noun	3
vijYAnAtman	vijYAnAtman	noun	3
vijYAnaGana	vijYAnaGana	noun	2
vijYAnamaya	vijYAnamaya	noun	2
vijYAnata	vijYAnatA	noun	3
vijYAnavAdin	vijYAnavAdin	noun	4
vijYAnavat	vijYAnavat	noun	3
vijYApaya	vijYApi	verb	2
vijYApyamAna	vijYApi	noun	2
vijYAtArTa	vijYAtArTa	noun	2
vijYAtavIrya	vijYAtavIrya	noun	2
vijYAtavya	vijYA	noun	2
vijYAti	vijYA	noun	6
vijYAyantAm	vijYA	verb	1
vijYapta	vijYapta	noun	2
vijYatA	vijYatA	noun	3
vijaGne	vihan	verb	2
vijagDa	vyad	noun	2
vijagraha	vigrah	verb	1
vijanam	vijAni	noun	14
vijanman	vijanman	noun	6
vijara	vijara	noun	4
vijayAByupAya	vijayAByupAya	noun	2
vijayin	vijayin	noun	4
vijayinam	vijayina	noun	3
vijetavya	viji	noun	2
vijezakfd	vijezakft	noun	7
vijezakft	vijezakft	noun	7
vijezyAmahe	viji	verb	2
vijfmBamARa	vijfmB	noun	4
viji	vij	noun	21
vijiGAMsu	vijiGAMsa	noun	6
vijiGatso	vijiGatsa	noun	4
vijiGatsu	vijiGatsa	noun	12
vijihIzva	vihA	verb	1
vijijYAse	vijijYAsa	noun	60
vijijYAsu	vijijYAsa	noun	3
vijijYAsya	vijijYAsa	noun	2
vijitAri	vijitAri	noun	3
vijitAtmA	vijitAtman	noun	3
vijitAtman	vijitAtman	noun	3
vijitAtmanAm	vijitAtman	noun	3
vijitendriya	vijitendriya	noun	2
vijiti	viji	noun	12
vijya	vijya	noun	2
vik	vij	noun	28
vikAratvam	vikAratva	noun	3
vikArin	vikAri	noun	4
vikAsayati	vikAsi	noun	2
vikAsin	vikas	noun	2
vikIrRAByAm	vikF	noun	9
vikIrRAm	vikF	noun	1
vikIrRakeSAsu	vikIrRakeSa	noun	1
vikaNkatImuKa	vikaNkatImuKa	noun	2
vikalendriya	vikalendriya	noun	2
vikalpana	vikalpana	noun	4
vikalpane	vikalpi	noun	20
vikalpasama	vikalpasama	noun	2
vikalpayAmi	vikalpi	verb	1
vikarRin	vikarRin	noun	2
vikara	vikf	noun	6
vikarmakft	vikarmakft	noun	7
vikarmakriyA	vikarmakriyA	noun	3
vikarman	vikarman	noun	6
vikarmasTa	vikarmasTa	noun	2
vikarzamARa	vikfz	noun	2
vikarzat	vikfz	noun	3
vikarzin	vikfz	noun	4
vikasa	vikas	noun	6
vikasuka	vikasuka	noun	2
vikatTamAna	vikatT	noun	4
vikatTita	vikatT	noun	2
vikavaca	vikavaca	noun	2
vikeSa	vikeSa	noun	4
vikftANga	vikftANga	noun	2
vikftAkAra	vikftAkAra	noun	2
vikftAkfti	vikftAkfti	noun	3
vikftAnanA	vikftAnana	noun	1
vikftAnana	vikftAnana	noun	2
vikftAnanam	vikftAnana	noun	3
vikftadarSana	vikftadarSana	noun	2
vikfzyamARa	vikfz	noun	4
vikledIyas	vikledIyas	noun	5
viklindu	viklindu	noun	3
vikrAntayoDin	vikrAntayoDin	noun	2
vikrI	vikrI	noun	12
vikrIqan	vikrIq	noun	2
vikramaRa	vikram	noun	2
vikramaka	vikram	noun	4
vikramakarmARi	vikramakarman	noun	3
vikramin	vikram	noun	2
vikrandita	vikrand	noun	2
vikranditavati	vikrand	noun	3
vikroSamAna	vikruS	noun	2
vikroSantI	vikruS	noun	4
vikroSatAm	vikruS	noun	2
vikuRWana	vikuRWanA	noun	3
vikurvARa	vikf	noun	4
vikzAlita	vikzAlita	noun	2
vikzara	vikzar	noun	6
vikzatAm	vikzata	noun	2
vikzepaSakti	vikzepaSakti	noun	3
vikzeptf	vikzip	noun	6
vikzip	vikzip	noun	14
vikziptacittasya	vikziptacitta	noun	2
vikzoBayamARa	vikzoBi	noun	12
vikzoBayantam	vikzoBi	noun	3
vikzoBitAm	vikzoBi	noun	3
vilApaya	vilAli	verb	4
vilAsikA	vilAsikA	noun	3
vilAsin	vilas	noun	4
vilAsinas	vilas	noun	12
vilaNGin	vilaNG	noun	2
vilagnamaDyA	vilagnamaDyA	noun	3
vilagnamaDya	vilagnamaDyA	noun	3
vilajjamAna	vilajj	noun	4
vilajjita	vilajji	noun	2
vilambin	vilamb	noun	2
vilambitaPala	vilambitaPala	noun	2
vilambitum	vilamb	ind	2
vilap	vilap	noun	7
vilapamAnAm	vilap	noun	1
vilapamAna	vilap	noun	2
vilapantu	vilap	verb	1
vilapat	vilap	noun	3
vilapatAm	vilap	noun	2
vilapitam	vilap	noun	3
vilasatpatAka	vilasatpatAka	noun	2
vileKa	vileKi	noun	8
viliKat	viliK	noun	3
vilileKa	viliK	verb	2
viloByamAna	viloBi	noun	4
vilokitavatI	vilok	noun	4
vilokyamAna	vilok	noun	2
vilopita	vilopi	noun	2
viloptum	vilup	ind	1
vilulitA	vilulita	noun	1
vilumpata	vilup	verb	1
vimA	vimA	noun	32
vimAnaka	vimAni	noun	8
vimAnapraButAm	vimAnapraButA	noun	2
vimAnapratimA	vimAnapratima	noun	1
vimAnapratima	vimAnapratima	noun	2
vimAnasTa	vimAnasTa	noun	2
vimAnavat	vimAnavat	ind	1
vimAnita	vimAni	noun	4
vimArgaRa	vimArgaRa	noun	2
vimArgasTa	vimArgasTa	noun	2
vimUQAtmA	vimUQAtman	noun	3
vimUQAtman	vimUQAtman	noun	3
vimUQaBAva	vimUQaBAva	noun	2
vimUQasaYjYa	vimUQasaMjYa	noun	2
vimUrDaja	vimUrDaja	noun	2
vimahas	vimahas	noun	5
vimajjAntra	vimajjAntra	noun	2
vimalASoka	vimalASoka	noun	2
vimalapiRqaka	vimalapiRqaka	noun	2
vimalodaka	vimalodakA	noun	3
vimamus	vimA	verb	1
vimanas	vimanas	noun	10
vimanaska	vimanaska	noun	2
vimanyu	vimanyu	noun	6
vimanyuka	vimanyuka	noun	2
vimarSanIya	vimfS	noun	2
vimarSavat	vimarSavat	noun	3
vimatitA	vimatitA	noun	3
vimfSamAnAnAm	vimfS	noun	3
vimfSyamAna	vimfS	noun	2
vimfditam	vimfd	noun	3
vimfqQi	vimfj	verb	1
vimftyu	vimftyu	noun	3
vimoka	vimuc	noun	4
vimoktavya	vimuc	noun	2
vimokzaRa	vimokzi	noun	4
vimokzita	vimokzi	noun	4
vimokzya	vimokzi	noun	4
vimuYcamAna	vimuc	noun	4
vimuYcantI	vimuc	noun	4
vimuYceyam	vimuc	verb	1
vimuca	vimuc	noun	2
vimucyamAna	vimuc	noun	2
vimuktakaRWa	vimuktakaRWa	noun	2
vinABUta	vinABUta	noun	2
vinASAnta	vinASAnta	noun	4
vinASaDarman	vinASaDarman	noun	3
vinASahetu	vinASahetu	noun	3
vinASin	vinaS	noun	2
vinASita	vinASi	noun	2
vinATa	vinATa	noun	2
vinAdam	vinAdi	noun	14
vinAdin	vinad	noun	2
vinAdita	vinAdi	noun	2
vinAkfta	vinAkfta	noun	2
vinDyAdri	vinDyAdri	noun	3
vinDyaparvata	vinDyaparvata	noun	2
vinItAtmA	vinItAtman	noun	3
vinItAtman	vinItAtman	noun	3
vinItatvam	vinItatva	noun	3
vinItaveza	vinItaveza	noun	2
vinaSyamAna	vinaS	noun	4
vinaSyata	vinaS	verb	1
vinad	vinah	noun	7
vinadantI	vinad	noun	4
vinadat	vinad	noun	3
vinamad	vinam	noun	3
vinatAnana	vinatAnana	noun	2
vinatAsUnu	vinatAsUnu	noun	3
vinatAsuta	vinatAsuta	noun	2
vinayAnvita	vinayAnvita	noun	2
vinayAvanatA	vinayAvanata	noun	1
vinayAvanata	vinayAvanata	noun	2
vinayakarmaRA	vinayakarman	noun	3
vinayapraDAna	vinayapraDAna	noun	2
vinayetAm	vinI	verb	2
vinazwAm	vinaS	noun	1
vinazwi	vinaS	noun	6
vindamAna	vid	noun	4
vinetf	vinI	noun	6
vinetur	vinI	noun	4
viniGnantam	vinihan	noun	1
viniScar	viniScar	noun	7
vinidrARAm	vinidra	noun	6
vinidras	vinidra	noun	2
vinigrAhya	vinigrah	noun	2
vinikAra	vinikAri	noun	16
vinikIrRam	vinikF	noun	3
vinikfta	vinikf	noun	2
vinikzip	vinikzip	noun	14
vinipAtyamAna	vinipAti	noun	2
vinipat	vinipat	noun	7
vinirRaya	vinirRaya	noun	2
vinirbanDa	vinirbanD	noun	8
vinirdagDa	vinirdagDa	noun	2
vinirvftta	vinirvft	noun	2
viniryA	viniryA	noun	22
vinivartayitum	vinivarti	ind	1
vinivarteya	vinivft	verb	1
viniveSa	viniveSi	noun	8
vinivfttakAma	vinivfttakAma	noun	2
vinivizwa	viniviS	noun	2
viniyatam	viniyam	noun	3
viniyoktavya	viniyuj	noun	2
vinizkfttAm	vinizkft	noun	1
vinizpat	vinizpat	noun	7
vinizpatita	vinizpat	noun	2
vinodayati	vinodi	noun	4
vinuda	vinud	noun	4
vinudanti	vinud	noun	8
vinyas	vinI	noun	12
vip	vip	noun	14
vipAMsulA	vipAMsula	noun	1
vipASa	vipASA	noun	3
vipAkavisPUrjaTu	vipAkavisPUrjaTu	noun	3
vipAkin	vipAkin	noun	2
vipAla	vipAla	noun	2
vipApman	vipApman	noun	6
vipAtaya	vipAti	verb	2
vipaRijIvin	vipaRijIvin	noun	2
vipaRisTapaRyA	vipaRisTapaRya	noun	1
vipaSya	vidfS	noun	2
vipaSyan	vidfS	noun	2
vipaSyat	vidfS	noun	3
vipacati	vipac	noun	2
vipacyamAna	vipac	noun	2
vipada	vipad	noun	6
vipannApatyA	vipannApatyA	noun	3
vipannadIDiti	vipannadIDiti	noun	3
vipanyu	vipanyu	noun	3
viparAkrama	viparAkrama	noun	2
viparItacetas	viparItacetas	noun	5
viparItacitta	viparItacitta	noun	2
viparItavat	viparii	noun	3
vipariBraMSa	vipariBraMSa	noun	2
viparilopa	viparilopa	noun	2
viparvan	viparvan	noun	2
viparyas	viparya	noun	1
vipated	vipat	verb	1
vipatman	vipatman	noun	3
vipinAni	vipina	noun	3
vipipAna	vipipAna	noun	2
viplava	viplu	noun	8
vipluzwAm	vipluzwa	noun	1
vipoDAm	vipoDA	noun	4
vipoTita	vipoTita	noun	2
viprApavAda	viprApavAda	noun	2
vipraGAtinam	viprahan	noun	1
vipraduzwA	vipraduz	noun	1
vipraduzwAm	vipraduz	noun	1
vipraduzwaBAvasya	vipraduzwaBAva	noun	2
viprajUta	viprajUta	noun	2
viprakAraRAt	viprakAri	noun	4
viprakIrRezu	viprakF	noun	2
viprakartum	viprakf	ind	1
viprakarza	viprakarzi	noun	16
viprakfta	viprakf	noun	2
viprakfzwatva	viprakfzwatva	noun	2
viprakurvARa	viprakf	noun	4
vipralApA	vipralAli	noun	14
vipralaBA	vipralaB	noun	3
vipralamBena	vipralaB	noun	8
vipralap	vipralap	noun	7
vipralaya	vipralI	noun	12
vipralupta	vipralup	noun	2
vipralupyantAm	vipralup	verb	1
vipramocya	vipramuc	noun	2
vipramohita	vipramohita	noun	2
vipramokza	vipramokzi	noun	16
vipramucyeya	vipramuc	verb	1
vipranazwAnAm	vipraRaS	noun	3
viprarAjye	viprarAjya	noun	9
viprarzaBa	viprarzaBa	noun	2
viprarzaBam	viprarzaBa	noun	3
viprarzi	viprarzi	noun	3
viprasamAgamam	viprasamAgama	noun	3
viprasanna	viprasanna	noun	2
viprasevA	viprasevA	noun	3
vipratamam	vipratama	noun	3
vipratipanna	vipratipad	noun	2
vipratipattavyam	vipratipad	noun	3
vipravAhasA	vipravAhas	noun	3
vipravAsana	vipravAsi	noun	2
vipravAsita	vipravAsi	noun	2
vipravIra	vipravIra	noun	4
vipravIram	vipravIra	noun	6
viprekzaRI	vipraIkz	noun	1
viprekzita	vipraIkz	noun	2
viprendrAt	viprendra	noun	2
viprendra	viprendra	noun	2
viprendre	viprendra	noun	9
vipriyakArin	vipriyakArin	noun	2
viprozita	viprozi	noun	2
viprozitakumAra	viprozitakumAra	noun	2
vipruta	vipru	noun	2
vipulAsu	vipula	noun	3
vipulAyatAkza	vipulAyatAkza	noun	2
vipulaSroRIBarA	vipulaSroRIBara	noun	1
vipulaSroRIBara	vipulaSroRIBara	noun	2
vipulaSroRi	vipulaSroRi	noun	3
vipulacCAya	vipulacCAya	noun	2
vipulagrIva	vipulagrIva	noun	2
vipulahfdaya	vipulahfdaya	noun	2
vipulaprajYa	vipulaprajYa	noun	2
vipulatva	vipulatva	noun	2
vipulekzaRA	vipulekzaRa	noun	1
vipulekzaRa	vipulekzaRa	noun	2
vipuruza	vipuruza	noun	2
vipuzpa	vipuzpa	noun	2
viqambana	viqambana	noun	4
virAgin	viraYj	noun	4
virAgitAm	virAgita	noun	1
virAjamAna	virAj	noun	4
virAjayantI	virAji	noun	8
virAjayat	virAji	noun	6
virAqrUpa	virAqrUpA	noun	3
virAvaRa	virAvi	noun	2
virAwanagara	virAwanagara	noun	2
virAwanagare	virAwanagara	noun	9
