acc_L	ncc_id	match_tier	score	acc_match_key	ncc_match_key	provenance
24738	38_169_b_2151	C	0.6	sarva	sarvananda)	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_170_b_2157	C	0.6	sarva	sarvanandabhhattacarya	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_170_a_2152	C	0.6	sarva	sarvanandakarana	agent-proposed:reject:C-person_vs_work-c
24738	38_170_a_2153	C	0.6	sarva	sarvanandakharnika	agent-proposed:reject:C-person_vs_work-c
24738	38_170_b_2155	C	0.6	sarva	sarvanandanaga	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_170_b_2158	C	0.6	sarva	sarvanandasuri	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_170_b_2159	C	0.6	sarva	sarvanandasuri	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_171_a_2160	C	0.6	sarva	sarvanandasuri	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_170_a_2154	C	0.6	sarva	sarvanandatarangini	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_130_a_1548	C	0.6	sarva	sarvanandin	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_130_b_1549	C	0.6	sarva	sarvanaparalaksana	agent-proposed:reject:C-person_vs_work-c
24738	38_171_a_2161	C	0.6	sarva	sarvanarthavinasakastavaraja	agent-proposed:reject:C-person_vs_work-c
24738	38_130_b_1557	C	0.6	sarva	sarvanavaranaviskambhi-astottarasata	agent-proposed:reject:C-person_vs_work-c
24738	38_167_a_2119	C	0.6	sarva	sarvangadhara	agent-proposed:reject:C-person_vs_work-c
24738	38_167_a_2122	C	0.6	sarva	sarvangamamnayasiddhagama	agent-proposed:reject:C-person_vs_work-c
24738	38_167_a_2121	C	0.6	sarva	sarvangapujavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_167_a_2124	C	0.6	sarva	sarvangaraksa	agent-proposed:reject:C-person_vs_work-c
24738	38_167_a_2125	C	0.6	sarva	sarvangavapanavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_167_a_2126	C	0.6	sarva	sarvangaveda	agent-proposed:reject:C-person_vs_work-c
24738	38_167_b_2127	C	0.6	sarva	sarvangavedanakarmaprakasa	agent-proposed:reject:C-person_vs_work-c
24738	38_130_b_1558	C	0.6	sarva	sarvanivedanastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_168_a_2132	C	0.6	sarva	sarvanjanakalpa	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2186	C	0.6	sarva	sarvantarasangramadharanimantra	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2187	C	0.6	sarva	sarvantarayavisodhaninamadharani	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2185	C	0.6	sarva	sarvantartvanirupana	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2189	C	0.6	sarva	sarvantasamanasandhi	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2188	C	0.6	sarva	sarvantavarni	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_175_a_2182	C	0.6	sarva	sarvanubhavaprakarana	agent-proposed:reject:C-person_vs_work-c
24738	38_171_a_2166	C	0.6	sarva	sarvanukramakarika	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2174	C	0.6	sarva	sarvanukramaniparibhasodaharana	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2172	C	0.6	sarva	sarvanukramaniprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2173	C	0.6	sarva	sarvanukramaparibhasa	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2175	C	0.6	sarva	sarvanukramaparisista	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2177	C	0.6	sarva	sarvanukramasantisuktapadapatha	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2178	C	0.6	sarva	sarvanukramasukta	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2179	C	0.6	sarva	sarvanukramasutra	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2176	C	0.6	sarva	sarvanukramavivarana	agent-proposed:reject:C-person_vs_work-c
24738	38_174_b_2180	C	0.6	sarva	sarvanukramikasutra	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2181	C	0.6	sarva	sarvanukramodaharana	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2184	C	0.6	sarva	sarvanuvadini	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2183	C	0.6	sarva	sarvanuvakasutra	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2190	C	0.6	sarva	sarvanvadhana	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2191	C	0.6	sarva	sarvanvadhananukramanika	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1571	C	0.6	sarva	sarvapadadahaninamadharani	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1563	C	0.6	sarva	sarvapadamangalastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1564	C	0.6	sarva	sarvapadarthadipika	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1565	C	0.6	sarva	sarvapadarthapratigrahamantraprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1572	C	0.6	sarva	sarvapadavajradhara	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1567	C	0.6	sarva	sarvapaddhatyanusarenarudrapaddhati	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1561	C	0.6	sarva	sarvapancamrtasarasiddhimahadgatahrdayaparivartastaka	agent-proposed:reject:C-person_vs_work-c
24738	38_130_b_1560	C	0.6	sarva	sarvapancamrtasarasiddhimaharuka-hrdayana	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1574	C	0.6	sarva	sarvapapadahanadharani	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1579	C	0.6	sarva	sarvapapaharasanti	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1573	C	0.6	sarva	sarvapapamjahadharani	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1575	C	0.6	sarva	sarvapapapranasana	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1576	C	0.6	sarva	sarvapapaprasamana-apamarjanastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1578	C	0.6	sarva	sarvapapasuddhagnipujasamadhi	agent-proposed:reject:C-person_vs_work-c
24738	38_175_a_2192	C	0.6	sarva	sarvaparadha-bhanjanacaitanyanamastaka	agent-proposed:reject:C-person_vs_work-c
24738	38_175_b_2193	C	0.6	sarva	sarvaparadhabhajnanastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1568	C	0.6	sarva	sarvaparicchedana	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1569	C	0.6	sarva	sarvapariksana	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1580	C	0.6	sarva	sarvapasabandhamocana	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1562	C	0.6	sarva	sarvapathina	agent-proposed:reject:C-person_vs_work-c
24738	38_131_a_1570	C	0.6	sarva	sarvapavitresti	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1581	C	0.6	sarva	sarvapitryestiprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_136_a_1636	C	0.6	sarva	sarvaprajnantaparamitasiddhacaityanamadharani	agent-proposed:reject:C-person_vs_work-c
24738	38_135_b_1635	C	0.6	sarva	sarvaprakasadipika	agent-proposed:reject:C-person_vs_work-c
24738	38_136_b_1643	C	0.6	sarva	sarvapramanasangraha	agent-proposed:reject:C-person_vs_work-c
24738	38_136_b_1645	C	0.6	sarva	sarvapramanya	agent-proposed:reject:C-person_vs_work-c
24738	38_136_a_1637	C	0.6	sarva	sarvapratigrahaprayascitta	agent-proposed:reject:C-person_vs_work-c
24738	38_136_a_1638	C	0.6	sarva	sarvapratipaksadikakarma	agent-proposed:reject:C-person_vs_work-c
24738	38_136_a_1641	C	0.6	sarva	sarvapratisthasara	agent-proposed:reject:C-person_vs_work-c
24738	38_136_a_1639	C	0.6	sarva	sarvapratisthavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_136_a_1640	C	0.6	sarva	sarvapratisthavidhidarpana	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_136_b_1647	C	0.6	sarva	sarvaprayascittakrama	agent-proposed:reject:C-person_vs_work-c
24738	38_136_b_1648	C	0.6	sarva	sarvaprayascittanirnaya	agent-proposed:reject:C-person_vs_work-c
24738	38_139_a_1655	C	0.6	sarva	sarvaprayascittanukrama	agent-proposed:reject:C-person_vs_work-c
24738	38_139_b_1657	C	0.6	sarva	sarvaprayascittanukramani	agent-proposed:reject:C-person_vs_work-c
24738	38_139_a_1656	C	0.6	sarva	sarvaprayascittanukramanika	agent-proposed:reject:C-person_vs_work-c
24738	38_139_b_1658	C	0.6	sarva	sarvaprayascittanusthanaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_136_b_1649	C	0.6	sarva	sarvaprayascittapaddhati	agent-proposed:reject:C-person_vs_work-c
24738	38_139_a_1651	C	0.6	sarva	sarvaprayascittaprayogasarasangraha	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_139_a_1654	C	0.6	sarva	sarvaprayascittavidhana	agent-proposed:reject:C-person_vs_work-c
24738	38_139_b_1659	C	0.6	sarva	sarvaprayascittendusekhara	agent-proposed:reject:C-person_vs_work-c
24738	38_136_b_1644	C	0.6	sarva	sarvaprayogapaddhati	agent-proposed:reject:C-person_vs_work-c
24738	38_132_b_1595	C	0.6	sarva	sarvaprcchaptoryamo'cchavakaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_139_b_1660	C	0.6	sarva	sarvapretavajrapasaka	agent-proposed:reject:C-person_vs_work-c
24738	38_175_b_2195	C	0.6	sarva	sarvaprstadhara	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1602	C	0.6	sarva	sarvaprsthabrahmanacchamsimadhyandinastavanasastra	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1599	C	0.6	sarva	sarvaprsthabrahmanacchamsiprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1603	C	0.6	sarva	sarvaprsthabrahmanacchamsyukthyasastra	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1609	C	0.6	sarva	sarvaprsthacchavakaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_133_b_1610	C	0.6	sarva	sarvaprsthacchavakokthyasastra	agent-proposed:reject:C-person_vs_work-c
24738	38_133_b_1611	C	0.6	sarva	sarvaprsthadhvaryuprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1604	C	0.6	sarva	sarvaprsthamaitravarunatiriktoktthyasastra	agent-proposed:reject:C-person_vs_work-c
24738	38_133_b_1612	C	0.6	sarva	sarvaprsthanimarutasastra	agent-proposed:reject:C-person_vs_work-c
24738	38_132_b_1597	C	0.6	sarva	sarvaprsthapratigaraprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_133_b_1613	C	0.6	sarva	sarvaprsthaptoryama	agent-proposed:reject:C-person_vs_work-c
24738	38_134_a_1616	C	0.6	sarva	sarvaprsthaptoryamabrahmanacchamsiprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_134_b_1624	C	0.6	sarva	sarvaprsthaptoryamacchavakaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_134_b_1622	C	0.6	sarva	sarvaprsthaptoryamahautra	agent-proposed:reject:C-person_vs_work-c
24738	38_134_b_1623	C	0.6	sarva	sarvaprsthaptoryamahautradiklrptisutrasangraha	agent-proposed:reject:C-person_vs_work-c
24738	38_134_a_1617	C	0.6	sarva	sarvaprsthaptoryamamaitravarunaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_134_b_1625	C	0.6	sarva	sarvaprsthaptoryamanta	agent-proposed:reject:C-person_vs_work-c
24738	38_133_b_1614	C	0.6	sarva	sarvaprsthaptoryamarkjapa	agent-proposed:reject:C-person_vs_work-c
24738	38_134_a_1619	C	0.6	sarva	sarvaprsthaptoryamasaman	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_134_a_1618	C	0.6	sarva	sarvaprsthaptoryamasastraklrpti	agent-proposed:reject:C-person_vs_work-c
24738	38_134_b_1620	C	0.6	sarva	sarvaprsthaptoryamastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_134_b_1626	C	0.6	sarva	sarvaprsthaptoryamaudgatraprayoga	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_134_b_1621	C	0.6	sarva	sarvaprsthaptoryamokthyantaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1607	C	0.6	sarva	sarvaprsthasamaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1606	C	0.6	sarva	sarvaprsthasastraklrpti	agent-proposed:reject:C-person_vs_work-c
24738	38_135_b_1634	C	0.6	sarva	sarvaprsthaudgatraprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_135_a_1631	C	0.6	sarva	sarvaprsthestihautraprayoga	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_135_b_1632	C	0.6	sarva	sarvaprsthestihotrprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_135_a_1628	C	0.6	sarva	sarvaprsthestipaddhati	agent-proposed:reject:C-person_vs_work-c
24738	38_135_a_1630	C	0.6	sarva	sarvaprsthestisutra	agent-proposed:reject:C-person_vs_work-c
24738	38_132_a_1590	C	0.6	sarva	sarvapuja	agent-proposed:reject:C-person_vs_work-c
24738	38_132_a_1591	C	0.6	sarva	sarvapujakathasangraha	agent-proposed:reject:C-person_vs_work-c
24738	38_132_b_1593	C	0.6	sarva	sarvapujasangraha	agent-proposed:reject:C-person_vs_work-c
24738	38_132_b_1592	C	0.6	sarva	sarvapujavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_131_b_1582	C	0.6	sarva	sarvapunyasamuccayasamadhi	agent-proposed:reject:C-person_vs_work-c
24738	38_132_a_1586	C	0.6	sarva	sarvapuranasangraha	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_132_a_1588	C	0.6	sarva	sarvapuranasarasangraha	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_132_a_1589	C	0.6	sarva	sarvapuranasthavisesavacana	agent-proposed:reject:C-person_vs_work-c
24738	38_132_a_1584	C	0.6	sarva	sarvapurascaranavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_147_b_1790	C	0.6	sarva	sarvarahasya	agent-proposed:reject:C-person_vs_work-c
24738	38_147_b_1792	C	0.6	sarva	sarvarahasyanibandharahasyapradipa	agent-proposed:reject:C-person_vs_work-c
24738	38_147_b_1791	C	0.6	sarva	sarvarahasyatantraraja	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1793	C	0.6	sarva	sarvaraja	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_148_a_1795	C	0.6	sarva	sarvarajaganivacanacarya	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_148_a_1794	C	0.6	sarva	sarvarajaghanin	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_147_b_1786	C	0.6	sarva	sarvarajasvalastrivisayakaprakarana	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1796	C	0.6	sarva	sarvarajavasankari	agent-proposed:reject:C-person_vs_work-c
24738	38_147_a_1781	C	0.6	sarva	sarvaraksa	agent-proposed:reject:C-person_vs_work-c
24738	38_147_a_1779	C	0.6	sarva	sarvaraksaka	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_147_a_1782	C	0.6	sarva	sarvaraksakavaca	agent-proposed:reject:C-person_vs_work-c
24738	38_147_a_1784	C	0.6	sarva	sarvaraksastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_147_a_1783	C	0.6	sarva	sarvaraksayantra	agent-proposed:reject:C-person_vs_work-c
24738	38_147_a_1780	C	0.6	sarva	sarvaraksayantraradhana	agent-proposed:reject:C-person_vs_work-c
24738	38_147_b_1789	C	0.6	sarva	sarvarasasubhasitavali	agent-proposed:reject:C-person_vs_work-c
24738	38_147_b_1787	C	0.6	sarva	sarvaratnacintamani	agent-proposed:reject:C-person_vs_work-c
24738	38_147_b_1788	C	0.6	sarva	sarvaratnapariksa	agent-proposed:reject:C-person_vs_work-c
24738	38_176_b_2214	C	0.6	sarva	sarvaristaharasankalpa	agent-proposed:reject:C-person_vs_work-c
24738	38_176_a_2209	C	0.6	sarva	sarvaristakagama	agent-proposed:reject:C-person_vs_work-c
24738	38_176_a_2210	C	0.6	sarva	sarvaristakhandanasankalpa	agent-proposed:reject:C-person_vs_work-c
24738	38_176_a_2212	C	0.6	sarva	sarvaristasantiprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_176_a_2213	C	0.6	sarva	sarvaristasantividhi	agent-proposed:reject:C-person_vs_work-c
24738	38_150_a_1841	C	0.6	sarva	sarvarman	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1798	C	0.6	sarva	sarvarogacikitsa	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1799	C	0.6	sarva	sarvarogacikitsaratna	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1811	C	0.6	sarva	sarvarogaharaganapatyamantra	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1812	C	0.6	sarva	sarvarogaharana	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1813	C	0.6	sarva	sarvarogaharanagunagabhirata	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1814	C	0.6	sarva	sarvarogaharasanti	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1815	C	0.6	sarva	sarvarogaharastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1800	C	0.6	sarva	sarvaroganasakahanumanmantra	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1801	C	0.6	sarva	sarvaroganasakausadhi	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1803	C	0.6	sarva	sarvaroganibarhana	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1805	C	0.6	sarva	sarvaroganivarakausadhavidhana	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1804	C	0.6	sarva	sarvaroganivarakayantra	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1807	C	0.6	sarva	sarvarogapathyapathyadhikara	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1806	C	0.6	sarva	sarvarogapathyapathyaviveka	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1809	C	0.6	sarva	sarvarogaprasamanidharani	agent-proposed:reject:C-person_vs_work-c
24738	38_148_b_1808	C	0.6	sarva	sarvarogapratimalaksana	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1816	C	0.6	sarva	sarvarogopasamanamahesvarakavaca	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1601	C	0.6	sarva	sarvarstha-brahmanacchamsistotra	agent-proposed:reject:C-person_vs_work-c
24738	38_133_a_1605	C	0.6	sarva	sarvarsthamaitravarunaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_177_b_2219	C	0.6	sarva	sarvarthacintamanisloka	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2220	C	0.6	sarva	sarvarthada	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2221	C	0.6	sarva	sarvarthadarsini	agent-proposed:reject:C-person_vs_work-c
24738	38_176_b_2216	C	0.6	sarva	sarvarthakalpadruma	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_178_b_2225	C	0.6	sarva	sarvarthalaksana	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2222	C	0.6	sarva	sarvarthanamakavaca)	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2223	C	0.6	sarva	sarvarthanirakarana	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2224	C	0.6	sarva	sarvarthanirakarananamakavadasthala	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2229	C	0.6	sarva	sarvarthasadhaka	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2230	C	0.6	sarva	sarvarthasadhakakavaca	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2231	C	0.6	sarva	sarvarthasadhakavajravarahisadhana	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2233	C	0.6	sarva	sarvarthasadhana	agent-proposed:reject:C-person_vs_work-c
24738	38_179_b_2237	C	0.6	sarva	sarvarthasadhanaikaksaramantra	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2234	C	0.6	sarva	sarvarthasadhanakavaca	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2235	C	0.6	sarva	sarvarthasadhanastotraraja	agent-proposed:reject:C-person_vs_work-c
24738	38_179_a_2236	C	0.6	sarva	sarvarthasadhanyaryaprasannatarasadhana	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2228	C	0.6	sarva	sarvarthasangraha	agent-proposed:reject:C-commentary_extension-c
24738	38_179_b_2239	C	0.6	sarva	sarvarthasaracintamani	agent-proposed:reject:C-person_vs_work-c
24738	38_179_b_2241	C	0.6	sarva	sarvarthasiddhastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_181_a_2245	C	0.6	sarva	sarvarthasiddhikavaca	agent-proposed:reject:C-person_vs_work-c
24738	38_181_a_2246	C	0.6	sarva	sarvarthasiddhipradastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_181_a_2248	C	0.6	sarva	sarvarthasiddhisadhana	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_181_a_2247	C	0.6	sarva	sarvarthasiddhivacanika	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2227	C	0.6	sarva	sarvarthasikhamani	agent-proposed:reject:C-person_vs_work-c
24738	38_181_a_2249	C	0.6	sarva	sarvarthasundari	agent-proposed:reject:C-person_vs_work-c
24738	38_181_a_2250	C	0.6	sarva	sarvarthavabhasikanirnayadipika	agent-proposed:reject:C-person_vs_work-c
24738	38_178_b_2226	C	0.6	sarva	sarvarthavibhasikanirnayadipika	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1817	C	0.6	sarva	sarvartukusumamala	agent-proposed:reject:C-person_vs_work-c
24738	38_149_a_1818	C	0.6	sarva	sarvartupandita	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_176_b_2215	C	0.6	sarva	sarvartvijyaprayogasara	agent-proposed:reject:C-person_vs_work-c
24738	38_148_a_1797	C	0.6	sarva	sarvarucirangayastidharani	agent-proposed:reject:C-person_vs_work-c
24738	38_154_a_1921	C	0.6	sarva	sarvasabdabhavacarca	agent-proposed:reject:C-person_vs_work-c
24738	38_154_a_1920	C	0.6	sarva	sarvasabdasambodhini	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_160_a_2007	C	0.6	sarva	sarvasadhana	agent-proposed:reject:C-person_vs_work-c
24738	38_160_a_2008	C	0.6	sarva	sarvasadhanakarma	agent-proposed:reject:C-person_vs_work-c
24738	38_160_a_2009	C	0.6	sarva	sarvasadharanadevayantrapratistha	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2023	C	0.6	sarva	sarvasadharanahomaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2017	C	0.6	sarva	sarvasadharanamurtiyantrapratisthavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_160_a_2010	C	0.6	sarva	sarvasadharananyasa	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2014	C	0.6	sarva	sarvasadharanapratistha	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2016	C	0.6	sarva	sarvasadharanaprayascittavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2013	C	0.6	sarva	sarvasadharanapujamantravidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2012	C	0.6	sarva	sarvasadharanapujapaddhati	agent-proposed:reject:C-person_vs_work-c
24738	38_160_a_2011	C	0.6	sarva	sarvasadharanapurascaranavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2021	C	0.6	sarva	sarvasadharanasanti	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2022	C	0.6	sarva	sarvasadharanastavana	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2019	C	0.6	sarva	sarvasadharanavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2020	C	0.6	sarva	sarvasadharanavratapratisthaprayoga	agent-proposed:reject:C-person_vs_work-c
24738	38_160_b_2018	C	0.6	sarva	sarvasadharanayantrapratistha	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2024	C	0.6	sarva	sarvasadharani	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2025	C	0.6	sarva	sarvasadharanisaparyavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2026	C	0.6	sarva	sarvasadhuvandana	agent-proposed:reject:C-person_vs_work-c
24738	38_160_a_2005	C	0.6	sarva	sarvasahasranamamalamantra	agent-proposed:reject:C-person_vs_work-c
24738	38_160_a_2006	C	0.6	sarva	sarvasakhiyakarmavinirnaya	agent-proposed:reject:C-person_vs_work-c
24738	38_154_a_1918	C	0.6	sarva	sarvasakuna	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1988	C	0.6	sarva	sarvasamanadinirupana	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1989	C	0.6	sarva	sarvasamanani	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2027	C	0.6	sarva	sarvasamanyagodanavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2028	C	0.6	sarva	sarvasamanyajyotisa	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2029	C	0.6	sarva	sarvasamanyastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1990	C	0.6	sarva	sarvasamasa	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_158_b_1991	C	0.6	sarva	sarvasamasasrayavidhi	agent-proposed:reject:C-person_vs_work-c
24738	38_158_a_1986	C	0.6	sarva	sarvasamayasangraha	agent-proposed:reject:C-prefix_extension_unsupported-c
24738	38_156_b_1955	C	0.6	sarva	sarvasamharatandavastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1996	C	0.6	sarva	sarvasammatajyotisa	agent-proposed:reject:C-person_vs_work-c
24738	38_159_a_1999	C	0.6	sarva	sarvasammatalaksana	agent-proposed:reject:C-person_vs_work-c
24738	38_159_a_1998	C	0.6	sarva	sarvasammatanirnayoddhara	agent-proposed:reject:C-person_vs_work-c
24738	38_159_b_2001	C	0.6	sarva	sarvasammatasvarapancasat	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1997	C	0.6	sarva	sarvasammatatantra	agent-proposed:reject:C-person_vs_work-c
24738	38_159_b_2002	C	0.6	sarva	sarvasammohinitantra	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1993	C	0.6	sarva	sarvasampatkarakavacastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_158_b_1994	C	0.6	sarva	sarvasampurtikastotra	agent-proposed:reject:C-person_vs_work-c
24738	38_161_b_2031	C	0.6	sarva	sarvasamrajyamedhasahasranama	agent-proposed:reject:C-person_vs_work-c
24738	38_161_a_2030	C	0.6	sarva	sarvasamrajyatantra	agent-proposed:reject:C-person_vs_work-c
24738	38_156_a_1952	C	0.6	sarva	sarvasamskarabhaskara	agent-proposed:reject:C-person_vs_work-c
