repo	commit	path	kind	loc	contour	live_edge	disposition	evidence
SanskritLexicography	af58b3b01836	RussianTranslation/src/government_sidecar.py	source	168	6	entrypoint	reviewed	.github/workflows/ci.yml:172 | .github/workflows/ci.yml:172
SanskritLexicography	af58b3b01836	RussianTranslation/src/h1682_abbrev_collapse.py	source	201	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/h178_eval_bakeoff.py	source	817	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2102 | RussianTranslation/.ai_state.md:2102
SanskritLexicography	af58b3b01836	RussianTranslation/src/iast_to_cyrillic.py	source	112	1	import-depth-1	reviewed	RussianTranslation/src/pilot/build_article_site.py:46 import iast_to_cyrillic
SanskritLexicography	af58b3b01836	RussianTranslation/src/ingest_oral.py	source	396	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2069 | RussianTranslation/.ai_state.md:2069
SanskritLexicography	af58b3b01836	RussianTranslation/src/judge_ab_score.py	source	114	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/judge_disagreements.py	source	90	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/key1_repair_proposals.py	source	319	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/koch_xref.py	source	290	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5424
SanskritLexicography	af58b3b01836	RussianTranslation/src/line_collapse.py	source	226	1	import-depth-1	reviewed	RussianTranslation/src/collapse_audit.py:62 import line_collapse
SanskritLexicography	af58b3b01836	RussianTranslation/src/lod_acceptance.py	source	452	7	entrypoint	reviewed	.github/workflows/ci.yml:234 | .github/workflows/ci.yml:234 | RussianTranslation/.ai_state.md:5519
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_coverage.py	source	210	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5133
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_coverage_probe.py	source	104	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_gap_mine.py	source	260	6	entrypoint	reviewed	.github/workflows/ci.yml:267 | .github/workflows/ci.yml:267
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_gap_repair.py	source	266	6	entrypoint	reviewed	.github/workflows/ci.yml:268 | .github/workflows/ci.yml:268
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_gap_unrouted_viewers.py	source	134	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_links.py	source	516	6	entrypoint	reviewed	.github/workflows/ci.yml:265 | .github/workflows/ci.yml:265
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_resolver.py	source	1334	6	import-depth-1	reviewed	RussianTranslation/src/pilot/build_article_site.py:41 import ls_resolver | RussianTranslation/src/pilot/window_selftest.py:7257 import ls_resolver | RussianTranslation/src/ls_links.py:91 import ls_resolver
SanskritLexicography	af58b3b01836	RussianTranslation/src/ls_resolver_mbh_selftest.py	test	101	6	entrypoint	reviewed	.github/workflows/ci.yml:266 | .github/workflows/ci.yml:266
SanskritLexicography	af58b3b01836	RussianTranslation/src/make_edition_cut.py	source	184	7	entrypoint	reviewed	.github/workflows/ci.yml:403 | .github/workflows/ci.yml:403 | RussianTranslation/.ai_state.md:5532
SanskritLexicography	af58b3b01836	RussianTranslation/src/mark_reconstructed_headwords.py	source	211	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/markup_fidelity_gates.py	source	248	6	import-depth-1	reviewed	RussianTranslation/src/pwg_tm_fragmentize.py:29 import markup_fidelity_gates | RussianTranslation/src/pilot/audit_window_en.py:96 import markup_fidelity_gates | RussianTranslation/src/audit_translation.py:35 import markup_fidelity_gates
SanskritLexicography	af58b3b01836	RussianTranslation/src/measure_wave1_delta.py	source	101	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/mfs_baseline.py	source	216	6	entrypoint	reviewed	.github/workflows/ci.yml:170 | .github/workflows/ci.yml:170
SanskritLexicography	af58b3b01836	RussianTranslation/src/microstructure.py	source	396	1	import-depth-1	reviewed	RussianTranslation/src/_pilot_gen_merged.py:29 import microstructure | RussianTranslation/src/export_de_edition.py:60 import microstructure | RussianTranslation/src/pilot/select_medium50.py:31 import microstructure
SanskritLexicography	af58b3b01836	RussianTranslation/src/mine_running_text.py	source	584	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:2131 | RussianTranslation/.ai_state.md:2131 | RussianTranslation/.ai_state.md:2135
SanskritLexicography	af58b3b01836	RussianTranslation/src/mined_filter_bicleaner.py	source	245	6	entrypoint	reviewed	.github/workflows/ci.yml:187 | .github/workflows/ci.yml:187
SanskritLexicography	af58b3b01836	RussianTranslation/src/mw_ap_sense_coverage.py	source	381	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4036
SanskritLexicography	af58b3b01836	RussianTranslation/src/mw_compounds.py	source	166	6	entrypoint	reviewed	.github/workflows/ci.yml:169 | .github/workflows/ci.yml:169 | RussianTranslation/.ai_state.md:3748
SanskritLexicography	af58b3b01836	RussianTranslation/src/mw_en_tm.py	source	170	5	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/nn_api.py	source	295	4	import-depth-1	reviewed	RussianTranslation/src/tm_grade.py:176 import nn_api | RussianTranslation/src/tm_align.py:276 import nn_api | RussianTranslation/src/tm_saru_align_labse.py:158 import nn_api
SanskritLexicography	af58b3b01836	RussianTranslation/src/nominal_grammar.py	source	633	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:3750 | RussianTranslation/.ai_state.md:3750
SanskritLexicography	af58b3b01836	RussianTranslation/src/nominal_style.py	source	140	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:6027 | RussianTranslation/.ai_state.md:6027
SanskritLexicography	af58b3b01836	RussianTranslation/src/nws_audit_section.py	source	146	1	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/nws_ls_markup.py	source	485	1	entrypoint	reviewed	RussianTranslation/.ai_state.md:329 | RussianTranslation/.ai_state.md:329 | RussianTranslation/.ai_state.md:4437
SanskritLexicography	af58b3b01836	RussianTranslation/src/nws_scrape.py	source	196	1	import-depth-1	reviewed	RussianTranslation/src/pilot/watch_upstream.py:317 import nws_scrape
SanskritLexicography	af58b3b01836	RussianTranslation/src/nws_split.py	source	321	1	import-depth-1	reviewed	RussianTranslation/src/_pilot_gen_merged.py:32 import nws_split | RussianTranslation/src/pilot/audit_window.py:34 import nws_split | RussianTranslation/src/compile_translatable.py:26 import nws_split
SanskritLexicography	af58b3b01836	RussianTranslation/src/nws_tag_census.py	source	288	1	entrypoint	reviewed	.github/workflows/ci.yml:222 | .github/workflows/ci.yml:222
SanskritLexicography	af58b3b01836	RussianTranslation/src/part_b_xref_discovery.py	source	175	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:5412
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/_merge_subwindows.py	source	55	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/adjudicate_compound_differs.py	source	1027	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:579 | RussianTranslation/.ai_state.md:579
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/agent_budget.py	source	157	4	entrypoint	reviewed	.github/workflows/ci.yml:238 | .github/workflows/ci.yml:238 | RussianTranslation/.ai_state.md:5306
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/anthropic_messages_route.py	source	301	4	import-depth-1	reviewed	RussianTranslation/src/pilot/route_compare_selftest.py:21 import anthropic_messages_route | RussianTranslation/src/pilot/route_compare.py:24 import anthropic_messages_route
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/apply_editorial_decisions.py	source	433	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/apply_editorial_decisions_selftest.py	test	204	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/audit_window.py	source	929	6	entrypoint	reviewed	docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:178 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:585 | RussianTranslation/.ai_state.md:1056
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/audit_window_en.py	source	590	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:1646 | RussianTranslation/.ai_state.md:1963 | RussianTranslation/.ai_state.md:1963
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/autosplit_requeue.py	source	785	2	entrypoint	reviewed	RussianTranslation/.ai_state.md:2112 | RussianTranslation/.ai_state.md:2886 | RussianTranslation/.ai_state.md:3902
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/bounded_staged_run.py	source	1183	4	entrypoint	reviewed	.github/workflows/ci.yml:109 | ~/.claude/commands/pwg-bounded-run.md:12 | RussianTranslation/.ai_state.md:1580
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/bounded_staged_run_selftest.py	test	1463	4	entrypoint	reviewed	.github/workflows/ci.yml:258 | .github/workflows/ci.yml:258
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/bounded_supervisor.py	source	635	4	entrypoint	reviewed	.github/workflows/ci.yml:110
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/bounded_supervisor_selftest.py	test	639	4	entrypoint	reviewed	.github/workflows/ci.yml:257 | .github/workflows/ci.yml:257
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/build_article_site.py	source	1321	7	entrypoint	reviewed	.github/workflows/ci.yml:173 | .github/workflows/ci.yml:173 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:352
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/build_compound_rule_ratification_sheet.py	source	831	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/build_edition_diff_site.py	source	295	7	entrypoint	reviewed	.github/workflows/ci.yml:118 | .github/workflows/ci.yml:174 | .github/workflows/ci.yml:174
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/build_h1302_requeue_worklist.py	source	73	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_adoption_verdict.py	source	128	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_baseline_freeze.py	source	149	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:10 import cache_baseline_freeze | RussianTranslation/src/pilot/cache_generation_pairs.py:32 import cache_baseline_freeze | RussianTranslation/src/pilot/cache_prep_census.py:24 import cache_baseline_freeze
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_contract_selftest.py	test	42	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_economy_report.py	source	339	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:11 import cache_economy_report | RussianTranslation/experiments/pwg_cache_economy/h2703_generation/build_report.py:18 import cache_economy_report | RussianTranslation/src/pilot/cache_generation_pairs.py:33 import cache_economy_report
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_event_ledger.py	source	334	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:12 import cache_event_ledger | RussianTranslation/src/pilot/cache_economy_report.py:23 import cache_event_ledger | RussianTranslation/src/pilot/cache_generation_pairs.py:34 import cache_event_ledger
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_generation_pairs.py	source	742	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:13 import cache_generation_pairs
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_identity.py	source	194	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:14 import cache_identity | RussianTranslation/tests/test_pwg_cache_prep_h2704.py:11 import cache_identity | RussianTranslation/src/pilot/cache_baseline_freeze.py:27 import cache_identity
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_migrate.py	source	346	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:15 import cache_migrate
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_pair_compare.py	source	114	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:16 import cache_pair_compare | RussianTranslation/tests/test_pwg_cache_prep_h2704.py:12 import cache_pair_compare | RussianTranslation/src/pilot/cache_generation_pairs.py:36 import cache_pair_compare
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_prefix_stability_probe.py	source	98	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_prep_census.py	source	362	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_prep_h2704.py:13 import cache_prep_census | RussianTranslation/src/pilot/cache_prep_pairs.py:32 import cache_prep_census | RussianTranslation/src/pilot/cache_prep_h2756.py:24 import cache_prep_census
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_prep_h2756.py	source	352	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_prep_h2756.py:9 import cache_prep_h2756 | RussianTranslation/experiments/pwg_cache_economy/h2756_flash/build_report.py:16 import cache_prep_h2756
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_prep_pairs.py	source	770	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_prep_h2704.py:14 import cache_prep_pairs
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_reuse.py	source	283	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:17 import cache_reuse | RussianTranslation/src/pilot/cache_prep_census.py:26 import cache_reuse
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cache_scheduler.py	source	110	2	import-depth-1	reviewed	RussianTranslation/tests/test_pwg_cache_economy.py:18 import cache_scheduler | RussianTranslation/src/pilot/cache_generation_pairs.py:37 import cache_scheduler | RussianTranslation/src/pilot/cache_prep_pairs.py:33 import cache_scheduler
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/calibrate_perf_harness.py	source	198	6	entrypoint	reviewed	RussianTranslation/src/pilot/window_selftest.py:5051 run | RussianTranslation/.ai_state.md:2837 | RussianTranslation/.ai_state.md:2857
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/call_reservation.py	source	498	4	entrypoint	reviewed	.github/workflows/ci.yml:102
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/call_reservation_selftest.py	test	240	4	entrypoint	reviewed	.github/workflows/ci.yml:239 | .github/workflows/ci.yml:239
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/canary_gate.py	source	378	4	entrypoint	reviewed	~/.claude/commands/pwg-live-gate.md:84 | RussianTranslation/src/pilot/RUN_FREQ_MAX.md:731 | RussianTranslation/.ai_state.md:4427
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/canary_manifest_build.py	source	212	4	entrypoint	reviewed	RussianTranslation/src/pilot/RUN_FREQ_MAX.md:722
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/canary_manifest_build_selftest.py	test	208	4	entrypoint	reviewed	~/.claude/commands/pwg-live-gate.md:96 | RussianTranslation/src/pilot/RUN_FREQ_MAX.md:738
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/card_coverage.py	source	35	3	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:2812 import card_coverage | RussianTranslation/src/pilot/en_residual_keys.py:22 import card_coverage
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/check_launch_ledger.py	source	208	8	entrypoint	reviewed	.github/workflows/ci.yml:272 | .github/workflows/ci.yml:272 | RussianTranslation/.ai_state.md:2089
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/ci_gate_runner.py	source	190	4	entrypoint	reviewed	.github/workflows/ci.yml:288 | .github/workflows/ci.yml:288
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/classify_run.py	source	206	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:1949 | RussianTranslation/.ai_state.md:1949 | RussianTranslation/.ai_state.md:5321
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cloud_window.py	source	180	4	entrypoint	reviewed	.github/workflows/ci.yml:286 | .github/workflows/ci.yml:286
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cohort_clean_rates.py	source	497	2	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:8008 import cohort_clean_rates
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cohort_engine.py	source	505	2	import-depth-1	reviewed	RussianTranslation/src/pilot/bounded_staged_run.py:773 import cohort_engine
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/cohort_engine_selftest.py	test	1078	2	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/compound_differs_arm2_sample.py	source	365	6	entrypoint	reviewed	RussianTranslation/.ai_state.md:4846
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/compound_differs_review_sample.py	source	362	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/coordinator.py	source	2649	4	entrypoint	reviewed	.github/workflows/ci.yml:111 | RussianTranslation/deploy/pwg-ru-max-orchestrator.service:12 | RussianTranslation/.ai_state.md:4724
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/coordinator_hardening_selftest.py	test	502	4	entrypoint	reviewed	.github/workflows/ci.yml:252 | .github/workflows/ci.yml:252
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/d4_boundary_wrap.py	source	251	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:554 | RussianTranslation/.ai_state.md:554 | RussianTranslation/.ai_state.md:4523
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/dashboard_events.py	source	138	7	import-depth-1	reviewed	RussianTranslation/src/pilot/max_account_orchestrator.py:32 import dashboard_events | RussianTranslation/src/pilot/coordinator.py:30 import dashboard_events | RussianTranslation/src/pilot/window_selftest.py:7046 import dashboard_events
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/dashboard_server.py	source	162	7	entrypoint	reviewed	RussianTranslation/src/pilot/RUN_FREQ_MAX.md:40 | docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:121 | RussianTranslation/.ai_state.md:3427
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/data_inventory.py	source	293	5	entrypoint	reviewed	.github/workflows/ci.yml:284 | .github/workflows/ci.yml:284
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/data_migrate.py	source	293	5	entrypoint	reviewed	.github/workflows/ci.yml:285 | .github/workflows/ci.yml:285
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/data_root.py	source	169	5	entrypoint	reviewed	.github/workflows/ci.yml:276 | .github/workflows/ci.yml:276
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/digest_daily.py	source	194	8	entrypoint	reviewed	.github/workflows/ci.yml:282 | .github/workflows/ci.yml:282
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/economy_ledger.py	source	433	4	import-depth-1	reviewed	RussianTranslation/src/pilot/bounded_staged_run.py:77 import economy_ledger | RussianTranslation/src/pilot/economy_ledger_selftest.py:23 import economy_ledger | RussianTranslation/src/pilot/bounded_staged_run_selftest.py:50 import economy_ledger
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/economy_ledger_selftest.py	test	374	4	entrypoint	reviewed	.github/workflows/ci.yml:256 | .github/workflows/ci.yml:256
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/en_residual_keys.py	source	41	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:2880 | RussianTranslation/.ai_state.md:3932 | RussianTranslation/.ai_state.md:3932
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/en_split_triage.py	source	179	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:2882 | RussianTranslation/.ai_state.md:3938 | RussianTranslation/.ai_state.md:3938
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/enrich_portrait_derivation.py	source	262	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/enrich_portrait_government.py	source	140	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/enrich_portrait_grammar.py	source	72	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/enrich_portrait_nominal_grammar.py	source	162	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:3755 | RussianTranslation/.ai_state.md:3755
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/eval/skillopt/build_heldout.py	source	155	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/evolution_stats.py	source	333	6	import-depth-1	reviewed	RussianTranslation/src/pilot/dashboard_server.py:32 import evolution_stats
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/execution_contract.py	source	255	4	import-depth-1	reviewed	RussianTranslation/src/pilot/headless_worker.py:29 import execution_contract | RussianTranslation/src/pilot/max_account_orchestrator.py:27 import execution_contract | RussianTranslation/src/pilot/latency_payload_sweep.py:54 import execution_contract
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/execution_contract_selftest.py	test	214	4	entrypoint	reviewed	.github/workflows/ci.yml:250 | .github/workflows/ci.yml:250
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/export_mdf_pwg_ru.py	source	418	7	entrypoint	reviewed	RussianTranslation/.ai_state.md:5276 | RussianTranslation/.ai_state.md:5276
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/extract_lexical_cores.py	source	134	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:2346
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/failure_capture.py	source	93	4	import-depth-1	reviewed	RussianTranslation/src/pilot/audit_window.py:472 import failure_capture
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/fidelity_aggregate.py	source	111	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/fix_d4_boundary_wrap.py	source	95	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:555 | RussianTranslation/.ai_state.md:555
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/fix_d4b_bracket_normalize.py	source	102	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:4532
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/fix_german_connectives.py	source	208	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:3363 | RussianTranslation/.ai_state.md:3363 | RussianTranslation/.ai_state.md:5142
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/fix_wrapper_defects.py	source	157	3	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:1723 import fix_wrapper_defects
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/foreign_literal_guards.py	source	72	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:2676
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_attestation.py	source	480	4	entrypoint	reviewed	RussianTranslation/.ai_state.md:3560
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_attestation_selftest.py	test	299	4	entrypoint	reviewed	.github/workflows/ci.yml:243 | .github/workflows/ci.yml:243
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_canary_contract.py	source	195	4	import-depth-1	reviewed	RussianTranslation/src/pilot/gateway_canary_contract_selftest.py:16 import gateway_canary_contract | RussianTranslation/src/pilot/route_compare.py:25 import gateway_canary_contract
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_canary_contract_selftest.py	test	104	4	entrypoint	reviewed	.github/workflows/ci.yml:244 | .github/workflows/ci.yml:244
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_external.py	source	815	4	import-depth-1	reviewed	RussianTranslation/src/pilot/gateway_external_selftest.py:26 import gateway_external | RussianTranslation/src/pilot/route_compare.py:26 import gateway_external
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_external_selftest.py	test	529	4	entrypoint	reviewed	.github/workflows/ci.yml:242 | .github/workflows/ci.yml:242
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_route.py	source	470	4	import-depth-1	reviewed	RussianTranslation/src/pilot/pwg_batch.py:24 import gateway_route | RussianTranslation/src/pilot/gateway_route_selftest.py:29 import gateway_route | RussianTranslation/src/pilot/gateway_attestation_selftest.py:20 import gateway_route
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gateway_route_selftest.py	test	422	4	entrypoint	reviewed	.github/workflows/ci.yml:241 | .github/workflows/ci.yml:241
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gen_ab_detail.py	source	106	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gen_fidelity_judge.py	source	121	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gen_fidelity_judge_en.py	source	143	6	import-depth-1	reviewed	RussianTranslation/src/pilot/window_selftest.py:1386 import gen_fidelity_judge_en
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gen_nominal_judge.py	source	103	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/gen_opt_harness2.py	source	2647	3	entrypoint	reviewed	docs/manuals/RUSSIANTRANSLATION_DEEP_MANUAL.md:429 | RussianTranslation/.ai_state.md:1990 | RussianTranslation/.ai_state.md:1990
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/german_residue_scan.py	source	291	3	entrypoint	reviewed	.github/workflows/ci.yml:207 | .github/workflows/ci.yml:207 | RussianTranslation/.ai_state.md:5141
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/h1209/build_args.py	source	56	3	import-depth-2	reviewed	RussianTranslation/src/pilot/h1210/deepseek_arm.py:661 import build_args | RussianTranslation/src/pilot/cache_generation_pairs.py:42 import build_args
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/h1209/canonical_audit.py	source	259	3	entrypoint	reviewed	RussianTranslation/.ai_state.md:1516
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/h1209/inject_payload.py	source	48	3	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/h1209/js_field_param_selftest.py	test	217	6	none	not-applicable	no proven live edge from a PWG-translation entrypoint
SanskritLexicography	af58b3b01836	RussianTranslation/src/pilot/h1209/prep_slice.py	source	255	3	import-depth-2	reviewed	RussianTranslation/src/pilot/prompt_compiler.py:34 import prep_slice
