n	tag	word	slp1	form_key	norm	in_union16	in_union15	u16_n_dicts	u16_dicts
206119	M	narībhū	narIBU	narībhū		1	1	1	MW
206120	M	pūrvāparībhū	pUrvAparIBU	pūrvāparībhū		1	1	1	MW
206121	M	śabarībhū	sabarIBU	sabarībhū	acc	0	0		
206122	M	amarībhū	amarIBU	amarībhū		1	1	1	MW
206123	G	marmarībhū	marmarIBU	marmarībhū		1	1	2	MD PWG
206124	G	sphārībhū	sPArIBU	sphārībhū		1	1	2	MW PWG
206125	G	anusvārībhū	anusvArIBU	anusvārībhū		1	1	1	PWG
206126	M	asthirībhū	asTirIBU	asthirībhū		1	1	1	MW
206127	G	sthirībhū	sTirIBU	sthirībhū		1	1	2	MW PWG
206128	M	śiśirībhū	sisirIBU	sisirībhū	acc	0	0		
206129	G	śarīrībhū	sarIrIBU	sarīrībhū	acc	0	0		
206130	M	kṣīrībhū	kzIrIBU	kṣīrībhū		1	1	1	MW
206131	G	pracurībhū	pracurIBU	pracurībhū		1	1	3	AP MW PWG
206132	M	āpāṇḍurībhū	ApARqurIBU	āpānḍurībhū		1	1	1	MW
206133	M	vipurībhū	vipurIBU	vipurībhū		1	1	1	MW
206134	G	vidūrībhū	vidUrIBU	vidūrībhū		1	1	2	MW PWG
206135	G	dūrībhū	dUrIBU	dūrībhū		1	1	2	MW PWG
206136	M	mayūrībhū	mayUrIBU	mayūrībhū		1	1	2	MD MW
206137	G	vairībhū	vErIBU	vairībhū		1	1	2	MW PWG
206138	M	kaṭhorībhū	kaWorIBU	kaṭhorībhū		1	1	1	MW
206139	M	cakrībhū	cakrIBU	cakrībhū		1	1	1	MW
206140	G	vakrībhū	vakrIBU	vakrībhū		1	1	3	AP MW PWG
206141	G	śukrībhū	sukrIBU	sukrībhū	acc	0	0		
206142	M	kṛcchrībhū	kfcCrIBU	kṛcchrībhū		1	1	1	MW
206143	M	apātrībhū	apAtrIBU	apātrībhū		1	1	1	MW
206144	G	pātrībhū	pAtrIBU	pātrībhū		1	1	2	MW PWG
206145	G	mitrībhū	mitrIBU	mitrībhū		1	1	3	AP MW PWG
206146	G	pavitrībhū	pavitrIBU	pavitrībhū		1	1	2	MW PWG
206147	G	putrībhū	putrIBU	putrībhū		1	1	2	MW PWG
206148	M	sattrībhū	sattrIBU	sattrībhū		1	1	1	MW
206149	G	śūdrībhū	sUdrIBU	sūdrībhū	acc	0	0		
206150	M	sāndrībhū	sAndrIBU	sāndrībhū		1	1	1	MW
206151	G	śubhrībhū	suBrIBU	subhrībhū	acc	0	0		
206152	M	praṇamrībhū	praRamrIBU	pranamrībhū		1	1	1	MW
206153	A	tīvrībhū	tIvrIBU	tīvrībhū		1	1	2	AP MW
206154	G	miśrībhū	misrIBU	misrībhū	acc	0	0		
206155	G	śakalībhū	sakalIBU	sakalībhū	acc	0	0		
206156	M	prāñjalībhū	prAYjalIBU	prānjalībhū		1	1	1	MW
206157	G	maṇḍalībhū	maRqalIBU	manḍalībhū		1	1	2	AP PWG
206158	G	śītalībhū	sItalIBU	sītalībhū	acc	0	0		
206159	M	sthalībhū	sTalIBU	sthalībhū		1	1	2	MD MW
206160	G	saphalībhū	saPalIBU	saphalībhū		1	1	2	MW PWG
206161	G	viphalībhū	viPalIBU	viphalībhū		1	1	3	AP MW PWG
206162	M	phalībhū	PalIBU	phalībhū		1	1	1	MW
206163	G	prabalībhū	prabalIBU	prabalībhū		1	1	2	MW PWG
206164	G	durbalībhū	durbalIBU	durbalībhū		1	1	3	MW PWG SCH
206165	M	palvalībhū	palvalIBU	palvalībhū		1	1	1	MW
206166	G	musalībhū	musalIBU	musalībhū		1	1	2	MW PWG
206167	M	bahalībhū	bahalIBU	bahalībhū		1	1	1	MW
206168	G	vyālībhū	vyAlIBU	vyālībhū		1	1	1	PWG
206169	M	vāhyālībhū	vAhyAlIBU	vāhyālībhū		1	1	2	MW PWK
206170	G	khilībhū	KilIBU	khilībhū		1	1	1	PWG
206171	G	śithilībhū	siTilIBU	sithilībhū	acc	0	0		
206172	M	granthilībhū	granTilIBU	granthilībhū		1	1	1	MW
206173	M	śilībhū	silIBU	silībhū	acc	0	0		
206174	G	ākulībhū	AkulIBU	ākulībhū		1	1	2	AP PWG
206175	M	paryākulībhū	paryAkulIBU	paryākulībhū		1	1	1	MW
206176	G	vyākulībhū	vyAkulIBU	vyākulībhū		1	1	3	AP MW PWG
206177	G	bahulībhū	bahulIBU	bahulībhū		1	1	3	AP MW PWG
206178	G	śuklībhū	suklIBU	suklībhū	acc	0	0		
206179	M	abhinavībhū	aBinavIBU	abhinavībhū		1	1	1	MW
206180	G	navībhū	navIBU	navībhū		1	1	3	MD MW PWG
206181	M	bhīmabha--vībhū	BImaBavIBU	bhīmabhavībhū	hyph	1	1	1	MW
206182	G	dravībhū	dravIBU	dravībhū		1	1	3	MD MW PWG
206183	M	viklavībhū	viklavIBU	viklavībhū		1	1	1	MW
206184	G	yuvībhū	yuvIBU	yuvībhū		1	1	2	MD PWG
206185	G	dvaṃdvībhū	dvaMdvIBU	dvandvībhū		1	1	3	MD MW PWG
206186	G	vaśībhū	vasIBU	vasībhū	acc	0	0		
206187	G	śaśībhū	sasIBU	sasībhū	acc	0	0		
206188	M	niṣpra--tyāśībhū	nizpratyAsIBU	niṣpratyāsībhū	hyph|acc	0	0		
206189	G	abhyāśībhū	aByAsIBU	abhyāsībhū	acc	0	0		
206190	M	premarāśībhū	premarAsIBU	premarāsībhū	acc	0	0		
206191	G	rāśībhū	rAsIBU	rāsībhū	acc	0	0		
206192	G	kāṃdiśībhū	kAMdisIBU	kāndisībhū	acc	0	0		
206193	M	kṛśībhū	kfsIBU	kṛsībhū	acc	0	0		
206194	G	bhṛśībhū	BfsIBU	bhṛsībhū	acc	0	0		
206195	M	niṣkāmaṣībhū	nizkAmazIBU	niṣkāmaṣībhū		1	1	1	MW
206196	G	viṣībhū	vizIBU	viṣībhū		1	1	2	MD PWG
206197	G	mānuṣībhū	mAnuzIBU	mānuṣībhū		1	1	3	MD MW PWG
206198	M	paruṣībhū	paruzIBU	paruṣībhū		1	1	1	MW
206199	G	puruṣībhū	puruzIBU	puruṣībhū		1	1	3	MD MW PWG
206200	M	kaluṣībhū	kaluzIBU	kaluṣībhū		1	1	1	MW
206201	M	kathā--vaśeṣībhū	kaTAvasezIBU	kathāvaseṣībhū	hyph|acc	0	0		
206202	M	śeṣībhū	sezIBU	seṣībhū	acc	0	0		
206203	G	ekapakṣībhū	ekapakzIBU	ekapakṣībhū		1	1	2	MW PWG
206204	G	pratyakṣībhū	pratyakzIBU	pratyakṣībhū		1	1	2	MW PWG
206205	G	lakṣībhū	lakzIBU	lakṣībhū		1	1	2	MW PWG
206206	M	sākṣībhū	sAkzIBU	sākṣībhū		1	1	1	MW
206207	G	vāyasībhū	vAyasIBU	vāyasībhū		1	1	1	PWG
206208	G	virasībhū	virasIBU	virasībhū		1	1	2	MW PWG
206209	M	alasībhū	alasIBU	alasībhū		1	1	1	MW
206210	G	rākṣasībhū	rAkzasIBU	rākṣasībhū		1	1	1	PWG
206211	G	dāsībhū	dAsIBU	dāsībhū		1	1	2	MW PWG
206212	M	kevāsībhū	kevAsIBU	kevāsībhū		1	1	1	MW
206213	M	kutsībhū	kutsIBU	kutsībhū		1	1	1	MW
206214	G	siṃhībhū	siMhIBU	sinhībhū		1	1	3	MD MW PWG
206215	M	rahībhū	rahIBU	rahībhū		1	1	1	MW
206216	G	gṛhībhū	gfhIBU	gṛhībhū		1	1	4	AP MD MW PWG
206217	A	aṇubhū	aRuBU	anubhū		1	1	6	AP MW PD PWG PWK VCP
206218		kareṇubhū	kareRuBU	karenubhū		1	1	4	MW PWG PWK VCP
206219		ekareṇubhū	ekareRuBU	ekarenubhū		1	1	1	PWK
206220		anubhū	anuBU	anubhū		1	1	6	AP MW PD PWG PWK VCP
206221		manubhū	manuBU	manubhū		1	1	3	MW PWG PWK
206222	M	samanubhū	samanuBU	samanubhū		1	1	1	MW
206223	M	pratyanubhū	pratyanuBU	pratyanubhū		1	1	1	MW
206224	G	sárvānubhū	sarvAnuBU	sarvānubhū	acc	1	1	4	CAE MW PWG PWK
206225		marubhū	maruBU	marubhū		1	1	7	AP BUR MW PWG PWK SCH VCP
206226	G	purubhū́	puruBU	purubhū	acc	1	1	4	GRA MW PWG PWK
206227	G	subhū́	suBU	subhū	acc	1	1	6	CAE CCS GRA MW PWG PWK
206228	G	aṇūbhū	aRUBU	anūbhū		1	1	3	AP MW PWG
206229	M	mṛdūbhū	mfdUBU	mṛdūbhū		1	1	1	MW
206230	M	bandhūbhū	banDUBU	bandhūbhū		1	1	1	MW
206231	G	tanūbhū	tanUBU	tanūbhū		1	1	1	PWG
206232		bhūbhū	BUBU	bhūbhū		1	1	2	MW PWK
206233	G	marūbhū	marUBU	marūbhū		1	1	3	MD MW PWG
206234	M	uccakṣūbhū	uccakzUBU	uccakṣūbhū		1	1	1	MW
206235	M	uttānīkṛbhū	uttAnIkfBU	uttānīkṛbhū		1	1	1	MW
206236	S	vighātṛbhū	viGAtfBU	vighātṛbhū		0	0		
206237		vidhātṛbhū	viDAtfBU	vidhātṛbhū		1	1	4	MW PWG PWK VCP
206238	M	dūratobhū	dUratoBU	dūratobhū		1	1	1	MW
206239	G	cetobhū	cetoBU	cetobhū		1	1	6	CAE MD MW PWG PWK SCH
206240	G	adobhū	adoBU	adobhū		1	1	2	PD PWG
206241		rodhobhū	roDoBU	rodhobhū		1	1	3	MD MW PWK
206242		manobhū	manoBU	manobhū		1	1	6	CAE CCS MD MW PWG PWK
206243	M	kṣārapayobhū	kzArapayoBU	kṣārapayobhū		1	1	1	MW
206244		śaṃbhumayobhū	saMBumayoBU	sambhumayobhū	acc	0	0		
206245	M	śambhuma--yobhū	samBumayoBU	sambhumayobhū	hyph|acc	0	0		
206246	G	mayobhū́	mayoBU	mayobhū	acc	1	1	6	AP CAE GRA MW PWG PWK
206247	A	tirobhū	tiroBU	tirobhū		1	1	2	AP MW
206248	G	purobhū́	puroBU	purobhū	acc	1	1	6	CAE CCS GRA MW PWG PWK
206249	M	khaṇḍaśobhū	KaRqasoBU	khanḍasobhū	acc	0	0		
206250	M	naubhū	nOBU	naubhū		1	1	1	MW
206251	M	glaubhū	glOBU	glaubhū		1	1	1	MW
206252	M	pṛthagbhū	pfTagBU	pṛthagbhū		1	1	1	MW
206253	A	nyagbhū	nyagBU	nyagbhū		1	1	1	AP
206254		dṛgbhū	dfgBU	dṛgbhū		1	1	3	MW PWG PWK
206255	M	rājasātbhū	rAjasAtBU	rājasātbhū		1	1	1	MW
206256	M	devasātbhū	devasAtBU	devasātbhū		1	1	1	MW
206257	G	madbhū	madBU	madbhū		1	1	2	MW PWG
206258		sradbhū	sradBU	sradbhū		1	1	1	PWK
206259	G	tvadbhū	tvadBU	tvadbhū		1	1	2	MW PWG
206260	G	mahadbhū	mahadBU	mahadbhū		1	1	2	MW PWG
206261	M	sākṣādbhū	sAkzAdBU	sākṣādbhū		1	1	1	MW
206262	M	dasyusādbhū	dasyusAdBU	dasyusādbhū		1	1	1	MW
206263	G	udbhū́	udBU	udbhū	acc	1	1	5	AP CAE MW PWG PWK
206264	M	samudbhū	samudBU	samudbhū		1	1	1	MW
206265		yudbhū	yudBU	yudbhū		1	1	4	MW PWG PWK SCH
206266	R	pratyudbhū	pratyudBU	pratyudbhū		0	0		
206267		vṛkṣamṛdbhū	vfkzamfdBU	vṛkṣamṛdbhū		1	1	4	MW PWG PWK VCP
206268	G	dṛnbhū́	dfnBU	dṛnbhū	acc	1	1	5	BUR MW PWG PWK VCP
206269		nitambhū	nitamBU	nitambhū		1	1	5	INM MW PWG PWK VCP
206270	H	taṃbhū	taMBU	tambhū		1	1	1	BHS
206271		jyotīrū--pasvayaṃbhū	jyotIrUpasvayaMBU	jyotīrūpasvayambhū	hyph	1	1	2	PWG PWK
206272	M	jyotīrū--pasvayambhū	jyotIrUpasvayamBU	jyotīrūpasvayambhū	hyph	1	1	2	PWG PWK
206273		covīsīsva--yaṃbhū	covIsIsvayaMBU	covīsīsvayambhū	hyph	1	1	1	PWK
206274	G	svayaṃbhū́	svayaMBU	svayambhū	acc	1	1	5	CAE CCS PWG PWK SCH
206275	M	svayambhū	svayamBU	svayambhū		1	1	5	CAE CCS PWG PWK SCH
206276	M	svāyambhū	svAyamBU	svāyambhū		1	1	1	MW
206277		śaṃbhū	saMBU	sambhū	acc	1	1	1	AP
206278	G	aṃśaṃbhū́	aMsaMBU	ansambhū	acc	0	0		
206279	G	viśváśaṃbhū	visvasaMBU	visvasambhū	acc	0	0		
206280	M	viśvaśambhū	visvasamBU	visvasambhū	acc	0	0		
206281	M	śambhū	samBU	sambhū	acc	1	1	1	AP
206282	A	saṃbhū	saMBU	sambhū		1	1	1	AP
206283	M	phalasambhū	PalasamBU	phalasambhū		1	1	1	MW
206284	M	pratisambhū	pratisamBU	pratisambhū		1	1	1	MW
206285	R	pratisaṃbhū	pratisaMBU	pratisambhū		1	1	1	MW
206286	M	abhisambhū	aBisamBU	abhisambhū		1	1	1	MW
206287	R	abhisaṃbhū	aBisaMBU	abhisambhū		1	1	1	MW
206288	M	parisambhū	parisamBU	parisambhū		1	1	1	MW
206289	M	anusambhū	anusamBU	anusambhū		1	1	1	PD
206290	M	sambhū	samBU	sambhū		1	1	1	AP
206291	G	śumbhū́	sumBU	sumbhū	acc	0	0		
206292	G	dṛmbhū́	dfmBU	dṛmbhū	acc	1	1	3	MW PWG PWK
206293	A	antarbhū	antarBU	antarbhū		1	1	3	AP MW PD
206294	M	apunarbhū	apunarBU	apunarbhū		1	1	1	MW
206295	G	punárbhū́	punarBU	punarbhū	acc	1	1	8	CAE CCS GRA MW PWG PWK VCP VEI
206296	M	nirbhū	nirBU	nirbhū		1	1	1	MW
206297	A	āvirbhū	AvirBU	āvirbhū		1	1	2	AP MW
206298		havirbhū	havirBU	havirbhū		1	1	3	MW PWG PWK
206299		mū	mU	mū		1	1	9	AP BUR GRA MD MW PWG PWK SKD VCP
206300	U	amū	amU	amū		0	0		
206301	G	mahācamū	mahAcamU	mahācamū		1	1	2	MW PWG
206302		aticamū	aticamU	aticamū		1	1	5	AP MW PD PWG PWK
206303	G	camū́	camU	camū	acc	1	1	12	BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI
206304		yū	yU	yū		1	1	5	AP BUR MW PWG PWK
206305		dayū	dayU	dayū		1	1	3	PWG PWK VCP
206306		śarayū	sarayU	sarayū	acc	1	1	2	INM MW
206307	M	sarayū	sarayU	sarayū		1	1	2	INM MW
206308		malayū	malayU	malayū		1	1	3	MW PWG PWK
206309		devayū	devayU	devayū		1	1	2	CAE PWK
206310		śuddhāyū	sudDAyU	suddhāyū	acc	0	0		
206311		danāyū	danAyU	danāyū		1	1	2	MW PWK
206312	M	devāyū	devAyU	devāyū		1	1	4	CAE CCS MW PWK
206313		dvāyū	dvAyU	dvāyū		1	1	1	PWK
206314	G	anuyū́	anuyU	anuyū	acc	1	1	4	MW PD PWG PWK
206315		dyū	dyU	dyū		1	1	7	CAE CCS MD MW PWG PWK VCP
206316	G	ekadyū́	ekadyU	ekadyū	acc	1	1	6	GRA MW PWG PWK VCP VEI
206317		mṛgadyū	mfgadyU	mṛgadyū		1	1	2	MW PWK
206318	G	kamadyū́	kamadyU	kamadyū	acc	1	1	5	GRA MW PWG PWK VEI
206319		hiraṇyadyū	hiraRyadyU	hiranyadyū		1	1	3	MW PWG PWK
206320	G	akṣadyū	akzadyU	akṣadyū		1	1	4	MW PD PWG PWK
206321	M	śundhyū	sunDyU	sundhyū	acc	0	0		
206322	M	atharyū	aTaryU	atharyū		1	1	1	MW
206323		hotādhvaryū	hotADvaryU	hotādhvaryū		1	1	2	MW PWK
206324	A	valyū	valyU	valyū		0	0		
206325		syū	syU	syū		1	1	5	CAE GRA MW PWG PWK
206326		arū	arU	arū		1	1	2	PWK SCH
206327	B	parū	parU	parū		0	0		
206328		marū	marU	marū		1	1	1	PWK
206329	I	vīramarū	vIramarU	vīramarū		0	0		
206330	G	kāmarū	kAmarU	kāmarū		1	1	1	PWG
206331	H	naharū	naharU	naharū		1	1	1	BHS
206332	G	ārū́	ArU	ārū	acc	1	1	6	AP BUR MW PWG PWK VCP
206333	G	urvārū́	urvArU	urvārū	acc	1	1	3	PWG PWK VEI
206334	A	bhīrū	BIrU	bhīrū		1	1	2	AP VCP
206335		gurū	gurU	gurū		1	1	2	MW PWK
206336	M	purū	purU	purū		1	1	3	CAE CCS MW
206337	I	arūrū	arUrU	arūrū		0	0		
206338	M	kaśerū	kaserU	kaserū	acc	0	0		
206339		ghanorū	GanorU	ghanorū		1	1	4	AP MD MW PWK
206340		karabhorū	karaBorU	karabhorū		1	1	4	CAE CCS MW PWK
206341	S	rambhorū	ramBorU	rambhorū		1	1	1	SKD
206342	M	vāmorū	vAmorU	vāmorū		1	1	6	AP CAE CCS MW PWK VCP
206343	M	nāganāsorū	nAganAsorU	nāganāsorū		1	1	1	MW
206344	M	mitrakrū	mitrakrU	mitrakrū		1	1	1	MW
206345	M	agrū	agrU	agrū		1	1	4	BUR GRA MW VCP
206346		drū	drU	drū		1	1	11	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP
206347	G	taitilákadrū	tEtilakadrU	taitilakadrū	acc	1	1	3	MW PWG PWK
206348	M	kadrū	kadrU	kadrū		1	1	4	GRA INM MW VEI
206349		śatadrū	satadrU	satadrū	acc	0	0		
206350	I	satadrū	satadrU	satadrū		0	0		
206351		dadrū	dadrU	dadrū		1	1	5	CAE MW PWG PWK VCP
206352		rolicandrū	rolicandrU	rolicandrū		1	1	3	MW PWG PWK
206353	M	dardrū	dardrU	dardrū		1	1	3	BUR MW VCP
206354	B	dhrū	DrU	dhrū		1	1	1	BUR
206355		prū	prU	prū		1	1	3	MW PWG PWK
206356	G	kaṭaprū́	kawaprU	kaṭaprū	acc	1	1	7	AP BUR MW PWG PWK SCH VCP
206357		brū	brU	brū		1	1	11	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP
206358	M	apabrū	apabrU	apabrū		1	1	1	MW
206359	M	upabrū	upabrU	upabrū		1	1	1	MW
206360	A	prabrū	prabrU	prabrū		1	1	2	AP MW
206361	M	pratiprabrū	pratiprabrU	pratiprabrū		1	1	1	MW
206362	M	acchābrū	acCAbrU	acchābrū		1	1	2	MW PD
206363	M	ābrū	AbrU	ābrū		1	1	1	MW
206364	M	pratyābrū	pratyAbrU	pratyābrū		1	1	1	MW
206365	M	atibrū	atibrU	atibrū		1	1	2	MW PD
206366	A	pratibrū	pratibrU	pratibrū		1	1	2	AP MW
206367	M	adhibrū	aDibrU	adhibrū		1	1	2	MW PD
206368	M	abhibrū	aBibrU	abhibrū		1	1	1	MW
206369	M	paribrū	paribrU	paribrū		1	1	1	MW
206370	A	vibrū	vibrU	vibrū		1	1	2	AP MW
206371	M	anubrū	anubrU	anubrū		1	1	2	MW PD
206372	M	doṣatobrū	dozatobrU	doṣatobrū		1	1	1	MW
206373	M	udbrū	udbrU	udbrū		1	1	1	MW
206374	M	sambrū	sambrU	sambrū		1	1	1	MW
206375	M	nirbrū	nirbrU	nirbrū		1	1	1	MW
206376		bhrū	BrU	bhrū		1	1	10	AP BUR CAE CCS GRA MD MW PWG PWK VCP
206377	M	śubhorṇabhrū	suBorRaBrU	subhornabhrū	acc	0	0		
206378	A	sorṇabhrū	sorRaBrU	sornabhrū		1	1	2	AP MW
206379	M	saṃnatabhrū	saMnataBrU	sannatabhrū		1	1	2	AP MW
206380	M	natonna--tabhrū	natonnataBrU	natonnatabhrū	hyph	1	1	2	BUR MW
206381	M	natabhrū	nataBrU	natabhrū		1	1	4	CAE CCS MW SCH
206382	M	saṃhatabhrū	saMhataBrU	sanhatabhrū		1	1	2	AP MW
206383	M	valgitabhrū	valgitaBrU	valgitabhrū		1	1	3	CAE CCS MW
206384	M	ārecitabhrū	ArecitaBrU	ārecitabhrū		1	1	1	MW
206385		añcitabhrū	aYcitaBrU	ancitabhrū		1	1	3	MW PD PWK
206386	M	asitabhrū	asitaBrU	asitabhrū		1	1	2	AP MW
206387	M	vikṣiptabhrū	vikziptaBrU	vikṣiptabhrū		1	1	1	MW
206388	M	śubhabhrū	suBaBrU	subhabhrū	acc	0	0		
206389		vāmabhrū	vAmaBrU	vāmabhrū		1	1	4	MD MW PWK SCH
206390	M	krodhāmarṣa--jihmabhrū	kroDAmarzajihmaBrU	krodhāmarṣajihmabhrū	hyph	1	1	1	MW
206391		kapiśabhrū	kapisaBrU	kapisabhrū	acc	0	0		
206392		śalākābhrū	salAkABrU	salākābhrū	acc	0	0		
206393		lekhābhrū	leKABrU	lekhābhrū		1	1	3	MW PWG PWK
206394		atibhrū	atiBrU	atibhrū		1	1	4	MW PD PWG PWK
206395	S	vidarbha--subhrū	vidarBasuBrU	vidarbhasubhrū	hyph	1	1	1	SKD
206396	M	subhrū	suBrU	subhrū		1	1	6	AP CAE CCS INM MW PWK
206397		agrebhrū	agreBrU	agrebhrū		1	1	4	MW PD PWG PWK
206398	M	udbhrū	udBrU	udbhrū		1	1	1	MW
206399		śrū	srU	srū	acc	1	1	8	AP BUR GRA MD MW PWG PWK VCP
206400		devaśrū	devasrU	devasrū	acc	0	0		
206401		jyeṣṭhaśvaśrū	jyezWasvasrU	jyeṣṭhasvasrū	acc	0	0		
206402	G	śvaśrū́	svasrU	svasrū	acc	0	0		
206403	S	śaśrū	sasrU	sasrū	acc	0	0		
206404		śuśrū	susrU	susrū	acc	0	0		
206405	G	srū́	srU	srū	acc	1	1	8	AP BUR GRA MD MW PWG PWK VCP
206406		lū	lU	lū		1	1	11	AP BUR CAE CCS MD MW PWG PWK SCH SKD VCP
206407		ekalū	ekalU	ekalū		1	1	4	MW PWG PWK VCP
206408	G	galū	galU	galū		1	1	3	MW PWG PWK
206409		calū	calU	calū		1	1	2	PWG PWK
206410	G	puṃścalū́	puMscalU	punscalū	acc	0	0		
206411		pippalū	pippalU	pippalū		1	1	3	MW PWG PWK
206412	M	pralū	pralU	pralū		1	1	1	MW
206413	G	ālū	AlU	ālū		1	1	5	AP CAE MW PWG VCP
206414	M	vyatilū	vyatilU	vyatilū		1	1	1	MW
206415	M	vilū	vilU	vilū		1	1	1	MW
206416		sulū	sulU	sulū		1	1	3	MW PWG PWK
206417	G	kaphelū́	kaPelU	kaphelū	acc	1	1	6	AP BUR MW PWG PWK VCP
206418		ullū	ullU	ullū		1	1	5	AP MW PWG PWK VCP
206419	M	sakṛllū	sakfllU	sakṛllū		1	1	1	MW
206420	A	khavū	KavU	khavū		0	0		
206421	M	jhāvū	JAvU	jhāvū		1	1	2	MW PWK
206422	S	ālāvū	AlAvU	ālāvū		1	1	1	SKD
206423	S	lāvū	lAvU	lāvū		1	1	1	PWK
206424	A	varvū	varvU	varvū		0	0		
206425		śū	sU	sū	acc	1	1	12	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP
206426	A	āśū	AsU	āsū	acc	1	1	1	MW
206427		paśū	pasU	pasū	acc	0	0		
206428	G	kāśū́	kAsU	kāsū	acc	1	1	7	AP BUR MW PWG PWK SCH VCP
206429		kṛkadāśū	kfkadAsU	kṛkadāsū	acc	0	0		
206430	G	surāśū́	surAsU	surāsū	acc	0	0		
206431		prāśū	prAsU	prāsū	acc	0	0		
206432	G	satyáprāśū	satyaprAsU	satyaprāsū	acc	0	0		
206433		ṣū	zU	ṣū		1	1	6	BUR MW PWG PWK SKD VCP
206434	M	niḥṣū	niHzU	niḥṣū		1	1	1	MW
206435	S	rājālāṣū	rAjAlAzU	rājālāṣū		0	0		
206436	S	didhiṣū	diDizU	didhiṣū		1	1	2	AP SKD
206437	M	abhiṣū	aBizU	abhiṣū		1	1	1	MW
206438	M	pariṣū	parizU	pariṣū		1	1	1	MW
206439	H	eṣiriṣū	ezirizU	eṣiriṣū		1	1	1	BHS
206440	M	viṣū	vizU	viṣū		1	1	1	MW
206441		didhīṣū	diDIzU	didhīṣū		1	1	3	PWG PWK VCP
206442		strīṣū	strIzU	strīṣū		1	1	3	CAE MW PWK
206443	G	suṣū́	suzU	suṣū	acc	1	1	6	CAE CCS GRA MW PWG PWK
206444		cakṣū	cakzU	cakṣū		1	1	2	MW PWK
206445		uccakṣū	uccakzU	uccakṣū		1	1	2	PWK SCH
206446		makṣū	makzU	makṣū		1	1	4	CAE GRA MW PWK
206447		niṣādakarṣū	nizAdakarzU	niṣādakarṣū		1	1	2	PWK VCP
206448		hastikarṣū	hastikarzU	hastikarṣū		1	1	3	MW PWG PWK
206449		dākṣikarṣū	dAkzikarzU	dākṣikarṣū		1	1	2	MW PWK
206450	G	karṣū́	karzU	karṣū	acc	1	1	8	BUR CAE CCS MW PWG PWK VCP VEI
206451		sū	sU	sū		1	1	12	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP
206452	A	ghraṃsū	GraMsU	ghransū		0	0		
206453	M	saṃsū	saMsU	sansū		1	1	1	MW
206454	M	puṃsū	puMsU	punsū		1	1	3	MW PWK SCH
206455		ambhaḥsū	amBaHsU	ambhaḥsū		1	1	4	MW PWG PWK VCP
206456		sumukhasū	sumuKasU	sumukhasū		1	1	3	MW PWG PWK
206457	G	asū́	asU	asū	acc	1	1	7	AP CAE GRA MW PWG PWK VCP
206458	G	rājasū́	rAjasU	rājasū	acc	1	1	3	MW PWG PWK
206459		bījasū	bIjasU	bījasū		1	1	3	MW PWG PWK
206460	S	vījasū	vIjasU	vījasū		1	1	1	VCP
206461		kañjasū	kaYjasU	kanjasū		1	1	1	MW
206462	M	kaṃjasū	kaMjasU	kanjasū		1	1	1	MW
206463	M	aṇḍasū	aRqasU	anḍasū		1	1	3	AP MW PD
206464		karṇasū	karRasU	karnasū		1	1	3	MW PWG PWK
206465		svarṇasū	svarRasU	svarnasū		1	1	3	MW PWG PWK
206466		kṛṣṇasū	kfzRasU	kṛṣnasū		1	1	2	MW PWK
206467		śatasū	satasU	satasū	acc	0	0		
206468		amṛtasū	amftasU	amṛtasū		1	1	4	MW PWG PWK VCP
206469		saptasū	saptasU	saptasū		1	1	3	MW PWG PWK
206470		citrāṅgadasū	citrANgadasU	citrāngadasū		1	1	3	MW PWG PWK
206471		dhanasū	DanasU	dhanasū		1	1	3	MW PWG PWK
206472	M	dharma--saṃtānasū	DarmasaMtAnasU	dharmasantānasū	hyph	1	1	1	MW
206473		ratnasū	ratnasU	ratnasū		1	1	8	AP CAE CCS MW PWG PWK SCH VCP
206474	M	apasū	apasU	apasū		1	1	1	MW
206475	G	yamasū́	yamasU	yamasū	acc	1	1	7	CAE CCS GRA MW PWG PWK VEI
206476		kāmasū	kAmasU	kāmasū		1	1	5	AP MW PWG PWK VCP
206477	G	dharmasū́	DarmasU	dharmasū	acc	1	1	6	CAE CCS MW PWG PWK VCP
206478		bhīṣmasū	BIzmasU	bhīṣmasū		1	1	4	MW PWG PWK VCP
206479		brahmasū	brahmasU	brahmasū		1	1	4	MW PWG PWK VCP
206480	M	vicit--ravīryasū	vicitravIryasU	vicitravīryasū	hyph	1	1	1	MW
206481		kumārasū	kumArasU	kumārasū		1	1	5	INM MW PWG PWK VCP
206482	M	parihārasū	parihArasU	parihārasū		1	1	4	AP MW PWK SCH
206483	G	vīrasū́	vIrasU	vīrasū	acc	1	1	7	CAE CCS GRA MW PWG PWK VCP
206484		putrasū	putrasU	putrasū		1	1	4	MW PWG PWK VCP
206485		saptaputrasū	saptaputrasU	saptaputrasū		1	1	3	MW PWG PWK
206486	S	sapta--puttrasū	saptaputtrasU	saptaputtrasū	hyph	1	1	1	SKD
206487	S	puttrasū	puttrasU	puttrasū		1	1	1	SKD
206488		rudrasū	rudrasU	rudrasū		1	1	3	MW PWG PWK
